CpGmarker,chr:coord_hg19,EZH2_ENCFF516PTT
cg26990660,chr17:40913221,4.498261656844408
cg27227786,chr17:54911265,1.0230771622752906
cg27607639,chr17:26879503,0.1927094003208855
cg00027083,chr18:5543801,0.5042364609211758
cg01968530,chr18:21017974,1.1824506506360974
cg02273078,chr18:158567,0.8729716526748533
cg02901122,chr18:33647344,0.8199704435103552
cg03029145,chr18:45456587,1.6614339521103667
cg04510262,chr18:12884175,0.34089453611290665
cg04534765,chr18:74962369,1.0965548810221608
cg05970790,chr18:77156689,3.9929745488630566
cg07846220,chr18:7117680,2.284902136522041
cg08568512,chr18:33877839,4.8349573222776305
cg09685104,chr18:13726506,0.6155313981738768
cg12796229,chr18:12408045,0.492768794669772
cg13673779,chr18:48723081,0.4746096181007395
cg14118546,chr18:29523417,0.22273072016952639
cg14155416,chr18:6414330,0.057330672580405063
cg14532644,chr18:55253643,0.5716790715952467
cg15156844,chr18:3880020,0.18067117276928965
cg16961218,chr18:76829143,0.3472476344453426
cg17688525,chr18:6414978,0.6123904625971122
cg17705056,chr18:77711560,0.0
cg18106189,chr18:13218595,3.8985219953066097
cg20670302,chr18:43652172,2.683065674846012
cg20801056,chr18:74844767,0.2311616213690313
cg22792432,chr18:18691067,0.2325562321931644
cg23613305,chr18:61034556,0.17392271868605863
cg24711626,chr18:29522957,0.3192224941794712
cg25291907,chr18:19321706,0.0
cg25682559,chr18:33877021,4.774390163564325
cg00061059,chr19:14640983,0.47809732911592706
cg00275232,chr19:45579541,0.4305443237175668
cg00308133,chr19:1401118,2.0987788257456184
cg00445824,chr19:18548929,3.972414580366558
cg00815440,chr19:29704028,0.0
cg00876704,chr19:14544684,0.4119160448821108
cg01221484,chr19:58920079,0.27486755225129256
cg01493303,chr19:48949047,0.5489122218027377
cg01755369,chr19:10764728,1.0436097013757115
cg01881255,chr19:40950703,0.3819881843732777
cg02085507,chr19:6739192,0.5680642663094766
cg02144298,chr19:33792681,1.8545917611466975
cg02197293,chr19:39523158,2.65956911244
cg02239082,chr19:48972844,0.509653116476506
cg02364038,chr19:797109,0.5570594739735573
cg02433671,chr19:11529856,3.9734353718912216
cg02479575,chr19:4769653,0.7305004932636632
cg02644301,chr19:14640456,0.4639120136859114
cg02793099,chr19:57350004,0.8510530850387868
cg02841886,chr19:14117094,0.25211046164172546
cg02879662,chr19:46800467,0.0717412444421478
cg03212129,chr19:34895470,0.4373335644342656
cg03430067,chr19:14016927,0.14586887536500756
cg04126816,chr19:56159710,1.3456299876111404
cg04511195,chr19:3523009,0.47599219874550874
cg04762346,chr19:10341584,1.9960287523983125
cg04765929,chr19:4639662,0.5176932481756235
cg04845144,chr19:45999799,1.49758867566425
cg05501721,chr19:18794247,0.5420944412747524
cg05554936,chr19:11450261,1.013079610251429
cg05908775,chr19:58144687,0.26044116880828305
cg06243556,chr19:58609473,0.5005831823236032
cg06583518,chr19:38085456,0.5325599521993104
cg06661765,chr19:13106629,0.11219528637027502
cg06717231,chr19:9434953,0.5914194004939975
cg06864275,chr19:1174154,0.09767630451040672
cg07053469,chr19:40023281,1.2097977820477284
cg07099627,chr19:11466020,1.658045197291267
cg07186707,chr19:39616465,0.6077266609728188
cg07248407,chr19:10829176,0.7042492668230338
cg07584959,chr19:892937,0.5684631988591982
cg07799434,chr19:12845367,0.9758726458745705
cg07847428,chr19:8478158,0.7957411380925975
cg08265265,chr19:2740053,0.410025155901017
cg09192760,chr19:54606228,0.17915915580759026
cg09231514,chr19:5681323,0.39105551060001154
cg09374949,chr19:18548964,3.9182970274119007
cg09628601,chr19:47523630,9.3521046828748
cg09949775,chr19:18902107,2.8200745683655772
cg10266068,chr19:18451573,0.3266663809964187
cg10332700,chr19:53636077,0.05204493818140386
cg10681137,chr19:51607839,0.32514793423940413
cg10810921,chr19:18717641,1.896809494406208
cg11140785,chr19:57703301,1.0982471216943792
cg11368509,chr19:55851365,1.3011044321809326
cg11459714,chr19:51520658,1.284184869090815
cg11913104,chr19:13056743,0.3484241118157594
cg12116020,chr19:14228622,1.3549718922213128
cg12266551,chr19:45394624,0.17135433551676552
cg12412075,chr19:49618425,0.5716206174613234
cg12748926,chr19:40854020,1.5777603554309454
cg12846938,chr19:14640140,0.5296299170674826
cg13179983,chr19:18264162,0.6619700777560398
cg13237829,chr19:14640386,0.48800360576767576
cg13332130,chr19:41284234,0.13416122030141645
cg13343486,chr19:51520533,1.177508907276496
cg13668397,chr19:48673955,0.0
cg13791658,chr19:56165797,0.0
cg14058998,chr19:48281859,0.2666197955385408
cg14149007,chr19:47219555,0.0
cg14509125,chr19:47551842,0.22734818512810734
cg14658285,chr19:1905417,0.20967838056664218
cg15142488,chr19:42348947,0.22233171980279937
cg15299463,chr19:49865398,9.016670531465525
cg15334028,chr19:10829162,0.7572977443288389
cg15375239,chr19:38755287,0.10209047675430032
cg15377649,chr19:39138400,0.13724655893972687
cg15392792,chr19:10829173,0.7156167977171348
cg15408407,chr19:1438438,1.5226465613021518
cg15534084,chr19:52408044,1.1665152366321878
cg15540054,chr19:45004280,0.8139231734888215
cg16232979,chr19:16187631,0.21794902981070807
cg16539981,chr19:49865373,8.834050064372303
cg16860694,chr19:35645689,1.7743030123579828
cg17043366,chr19:8578907,0.1808325168200562
cg17162271,chr19:14640371,0.4965292902807345
cg17165284,chr19:10829165,0.7459302134347379
cg17283268,chr19:633490,0.0
cg17470637,chr19:8478017,0.6059669743749566
cg17477756,chr19:8509471,1.084763541929145
cg17518965,chr19:3178955,0.7119763039442667
cg17669700,chr19:1384167,0.8699215161532833
cg17861230,chr19:18343901,2.2857657498552317
cg18133957,chr19:1450493,6.274715192300126
cg18384168,chr19:639746,0.25420869719655137
cg18644543,chr19:1067356,0.3888282286853267
cg18728606,chr19:2050773,0.2815843616935083
cg18950617,chr19:1066959,0.2035845385822572
cg19317638,chr19:45542562,0.5822560543431308
cg19596204,chr19:18548583,3.093969825200012
cg19955257,chr19:699032,0.8667884610240298
cg20147100,chr19:1020733,0.48837754999907534
cg20314660,chr19:14530105,0.6604073621388385
cg20643362,chr19:30206369,0.6763361340894961
cg21331821,chr19:58545149,1.725225319291588
cg21336547,chr19:15490553,0.0
cg21517055,chr19:14016717,0.4355982689934776
cg21639968,chr19:59070227,0.7238128291178225
cg21663431,chr19:10736355,0.14235036926079273
cg21700070,chr19:54641527,0.46975539494630997
cg21790626,chr19:58220494,0.8299001729547829
cg22255355,chr19:58838374,0.8187321677172273
cg22392666,chr19:35634167,0.6566721575515824
cg22464423,chr19:44144337,3.6906877491539554
cg22469141,chr19:14640373,0.49539253234566
cg22517351,chr19:17666898,0.5448047049770925
cg22732515,chr19:44031385,0.8542700457454026
cg22874046,chr19:10381763,0.49068585606733167
cg22902083,chr19:1026642,0.3696972253613936
cg23257840,chr19:57703144,0.920086644757121
cg23350087,chr19:7587498,0.7839008691602217
cg23441208,chr19:49314192,0.5232391608623496
cg23456306,chr19:1286260,0.10163568588266349
cg23470272,chr19:14640395,0.48288819505984054
cg23473726,chr19:58978569,0.252685584406603
cg23476955,chr19:16308634,0.464448306477278
cg23963136,chr19:8372973,0.39199821279381875
cg23968678,chr19:54693625,0.5501102938913645
cg24012887,chr19:13228900,0.37401522818646227
cg24352736,chr19:11040012,0.37141755520554254
cg24443885,chr19:44716952,1.4589014243603942
cg24832140,chr19:48774411,1.957021053295183
cg24957950,chr19:39616336,0.6646839154331464
cg25041148,chr19:58838420,0.8322789029884814
cg25536300,chr19:797459,0.0
cg25713309,chr19:17337319,0.7964328269188541
cg25875213,chr19:38183055,0.9124939507082513
cg25902889,chr19:4305090,0.4633869634304855
cg26605086,chr19:30302655,0.014519450670465865
cg26615712,chr19:34856250,0.009662294402681385
cg26623224,chr19:49661080,3.180704943854315
cg26646370,chr19:4279441,0.8829400108342159
cg26887625,chr19:58874030,0.0
cg27557143,chr19:19754301,0.3761188970539635
cg00943909,chr20:57427942,2.451851849841358
cg01483882,chr20:33292450,0.6337797962073376
cg01663968,chr20:57582006,0.6640671448517321
cg02047577,chr20:62587702,0.48442167236917927
cg02425732,chr20:17662212,0.2766226388123862
cg02635865,chr20:56885090,0.2400885335079155
cg03035419,chr20:60962318,0.35621677796145035
cg03414321,chr20:30640022,2.2839942079529796
cg03503905,chr20:60640758,0.31005247944311015
cg03567830,chr20:61339871,1.0307915594215107
cg04048259,chr20:57875346,0.0
cg04562739,chr20:5107446,0.23002613817069892
cg04757428,chr20:62284615,5.076767849803268
cg05558390,chr20:57415377,1.5959015222558952
cg06269001,chr20:25176407,0.6201220010581456
cg06497752,chr20:61448534,5.3142750932094165
cg07115304,chr20:361903,0.6065203354988907
cg07704144,chr20:1247415,1.7857080696526906
cg08003150,chr20:62103627,3.2286749578770855
cg10054127,chr20:32262111,0.13369847310154218
cg10211877,chr20:30539733,0.694507210183322
cg10642330,chr20:36150061,2.7108351681892415
cg11934695,chr20:4230092,0.7548564128447649
cg12388309,chr20:9819805,0.8576643450599062
cg13021192,chr20:57582213,0.1564146388795905
cg13216351,chr20:49575105,0.9970106211980977
cg13310671,chr20:48553087,0.04861030049454839
cg14203179,chr20:57430663,5.690206863636388
cg14603345,chr20:11871375,0.887020193281911
cg14618681,chr20:32273893,0.0
cg14915263,chr20:49127137,0.2437309206944154
cg16179125,chr20:57582121,0.4277532332555909
cg16523653,chr20:31350394,1.6671579710563222
cg17364922,chr20:61847127,0.6371209228276612
cg17404915,chr20:18038574,10.91527509332595
cg18071588,chr20:61569198,0.0
cg20357628,chr20:58179847,0.3946636617926885
cg21459921,chr20:60878267,0.3537466163349865
cg21523528,chr20:32077966,0.6811040434754103
cg21988465,chr20:57429277,4.714766603455579
cg22188058,chr20:43976933,2.86700851334598
cg22752533,chr20:44657948,2.927442120494985
cg22828804,chr20:3140466,0.3203198716527506
cg23566503,chr20:36149750,2.1859190302002163
cg23582408,chr20:62130111,3.154671972529252
cg24076399,chr20:23618348,0.3101882643235889
cg24457521,chr20:57607420,0.9109609572964713
cg24924779,chr20:49639998,0.6124324298410344
cg24975842,chr20:57416221,1.6873036034386653
cg24999924,chr20:61428215,0.0
cg25241845,chr20:44519697,0.8581337795739162
cg25983380,chr20:57465439,0.24290966987609863
cg27225570,chr20:30458267,6.948072353800633
cg27638597,chr20:32031303,0.7444460359297489
cg02532648,chr21:18984770,0.4309142888186876
cg03158400,chr21:42688886,2.217347325529541
cg06510830,chr21:33651316,0.20943508797007013
cg08222185,chr21:46494823,0.46682002820873497
cg08492707,chr21:34696952,0.644966434102106
cg11890956,chr21:40555474,1.0927392479190208
cg13694867,chr21:38072100,2.3321677143139734
cg15249164,chr21:35288186,0.46282837248205244
cg15725933,chr21:46962202,0.022439151036174516
cg15925792,chr21:42798131,0.7775925674343347
cg16606185,chr21:45553535,0.27886668248961394
cg17329518,chr21:44299567,0.8246502499479308
cg19207856,chr21:38444952,0.3558119361537353
cg19278165,chr21:35986624,2.089409604259857
cg19624775,chr21:37692840,0.9884729866969615
cg19830147,chr21:47649323,0.38483241386247097
cg21053323,chr21:46237385,0.6479244140020927
cg21407839,chr21:38739091,0.2503850606834502
cg21553596,chr21:42688635,1.844142896873398
cg25077654,chr21:40555395,1.1939163517179037
cg25505974,chr21:33984651,0.6079807713293375
cg27519424,chr21:38362420,0.875082328432516
cg00079563,chr22:43253521,0.5325671829784897
cg00812502,chr22:19109875,1.766169110438473
cg01120165,chr22:50690152,0.41441393857287645
cg01513661,chr22:50781987,0.0
cg01657694,chr22:20849950,0.32097117234941136
cg02169098,chr22:42017294,0.34141204589768837
cg02278071,chr22:31063986,0.2006540137559101
cg02887841,chr22:19744670,1.3703042828754297
cg02994956,chr22:29876534,5.451684600991799
cg03475420,chr22:20255667,0.28774911328741437
cg03580876,chr22:46731674,1.1135801414301865
cg04329069,chr22:29784237,0.13340386737165902
cg04483623,chr22:29949575,0.24241924337912676
cg04733989,chr22:42467013,0.6461553543880396
cg04790936,chr22:38035753,0.14498947869215226
cg05070690,chr22:50528752,0.0
cg05824484,chr22:17565874,0.780653964254327
cg06268694,chr22:46932642,2.0700095404413275
cg07006526,chr22:31477053,0.2485466069191174
cg08431931,chr22:42394659,0.16642840715715118
cg09954385,chr22:45148285,1.0652096268542093
cg09991975,chr22:39096760,0.2767791711630072
cg11377136,chr22:46658960,0.3775085127561764
cg11539173,chr22:19843009,0.6830016797468846
cg11603096,chr22:36925444,0.19193271694337935
cg11672225,chr22:31556238,1.308279189088398
cg11932564,chr22:42322146,1.094293685328039
cg13184872,chr22:44319719,2.5712959091562286
cg13671831,chr22:30000107,0.20860035252987297
cg14242091,chr22:22337171,1.4492880076244288
cg14789928,chr22:41347758,0.023366557986956284
cg14859749,chr22:30753135,0.5092265031432868
cg15820809,chr22:43507369,3.6109029230036938
cg17285325,chr22:50968343,0.1838511486451822
cg17567317,chr22:38349719,0.791317606061474
cg17846100,chr22:43538986,0.0
cg18265887,chr22:37640250,0.2579139891333711
cg18399321,chr22:39853590,0.8302417042249456
cg18954434,chr22:46692881,0.8297204801492263
cg19890858,chr22:50624742,0.3101882643235889
cg20295671,chr22:22090486,1.2003087899334115
cg20715219,chr22:38902282,0.14526835470425517
cg21053015,chr22:39746054,0.3101882643235889
cg22396353,chr22:46692687,0.21089067062980812
cg23365832,chr22:26986032,0.49952628249836684
cg23583739,chr22:38863908,3.2743993905417046
cg24041977,chr22:47133771,0.0
cg25152348,chr22:50946712,1.233940178319403
cg25371038,chr22:22337141,1.3506759098937684
cg25555137,chr22:23522748,0.2802415884046483
cg25556101,chr22:39928765,0.28904174361145707
cg25650110,chr22:20119463,0.0
cg25842633,chr22:43738427,4.316342615129941
cg25937494,chr22:42228971,0.5056679227628613
cg26286036,chr22:21922412,1.0849911036931368
cg26380756,chr22:39097154,1.4398272547341344
cg26599006,chr22:19137371,2.757453798058622
cg26608032,chr22:41032667,1.2864376690025043
cg27269921,chr22:28197091,2.175319164471139
cg00012386,chr1:227922512,1.0130551659555507
cg00071250,chr1:172628263,0.40918264365255685
cg00095526,chr1:201081686,0.0
cg00101227,chr1:161280266,0.7215045406634076
cg00108454,chr1:22963614,0.2984417415319238
cg00117172,chr1:25255838,1.8990276336967202
cg00123035,chr1:151319538,0.18801368791563552
cg00128877,chr1:47070178,0.4019535131510951
cg00136477,chr1:22970339,0.5569354765433029
cg00160914,chr1:112299263,1.058043959134832
cg00208830,chr1:183154778,1.1793979329064006
cg00209951,chr1:115212834,0.906036040729418
cg00223186,chr1:180472200,0.49817137223229446
cg00223950,chr1:19536222,0.6903068121531954
cg00224508,chr1:151031323,0.3383864037265207
cg00247489,chr1:207628182,0.8133690351262651
cg00262415,chr1:1242732,0.955199221720422
cg00265415,chr1:235667507,0.9199898454019256
cg00269115,chr1:23695530,0.6124023914783078
cg00282347,chr1:6241040,5.969827518796088
cg00307685,chr1:92415524,0.8376396248614104
cg00321478,chr1:197238398,0.4778739348834292
cg00327483,chr1:160160587,0.5918737808962415
cg00328227,chr1:109204325,0.41735036868109665
cg00368415,chr1:151584398,0.1681157873009803
cg00397740,chr1:161136321,0.5903839239678775
cg00402366,chr1:74663750,1.1975462722808048
cg00410895,chr1:43283884,1.7155582762121262
cg00419564,chr1:153508860,0.9035624069465961
cg00433406,chr1:20616975,1.7066706902071127
cg00446235,chr1:161008644,0.47848727489052867
cg00491404,chr1:110306591,0.8028638672055747
cg00503458,chr1:155904439,0.1401474343199385
cg00510956,chr1:32478440,0.20240997316831366
cg00515905,chr1:110306507,0.7384336208762076
cg00521434,chr1:110081965,0.3094001210241246
cg00528052,chr1:202777295,1.1981514273884886
cg00532890,chr1:164528682,0.7008898552516452
cg00540544,chr1:201476297,0.4898594683245233
cg00548060,chr1:182761905,1.8316303096953175
cg00563229,chr1:28286146,0.9238317443842899
cg00563926,chr1:92352481,2.69542421218463
cg00594952,chr1:41130641,0.38001970244464733
cg00605270,chr1:28261552,0.8091051050106486
cg00609097,chr1:45956974,1.0180873969695217
cg00613344,chr1:222722670,0.6933887790786358
cg00617305,chr1:201857940,6.846892905056922
cg00619207,chr1:111743368,0.7044560650637619
cg00625425,chr1:62785512,0.37754406432558474
cg00626119,chr1:156785288,0.4379346126927402
cg00630249,chr1:110036889,0.4065252868760554
cg00650876,chr1:43148058,0.4745927656677893
cg00658007,chr1:211666129,0.3517599976865431
cg00666446,chr1:247242273,0.07563855248199139
cg00679738,chr1:231175246,1.3770011071106443
cg00689010,chr1:160311893,1.5404798851494776
cg00692549,chr1:11072455,0.5286394038105249
cg00707317,chr1:183387564,1.7397755926609635
cg00725635,chr1:193155806,1.0955534387110475
cg00728398,chr1:37980699,0.491088755373051
cg00729875,chr1:100111713,0.9565130922562464
cg00750606,chr1:20899121,0.9548700706768511
cg00756887,chr1:161059654,0.6188402438252941
cg00808492,chr1:120354159,1.0825113721767863
cg00810495,chr1:84944867,1.671243855632154
cg00816620,chr1:185127501,1.3042876220998028
cg00818872,chr1:154540271,3.1409582770673414
cg00819310,chr1:116193783,0.26590249834215257
cg00848728,chr1:58716018,1.6036236607225756
cg00875272,chr1:47695321,11.40460006019421
cg00904574,chr1:45265678,0.47368149912714064
cg00915289,chr1:154946946,0.2822451367416881
cg00916635,chr1:114414312,1.2639564644368806
cg00935430,chr1:227751290,1.594881783622756
cg00995520,chr1:111218282,0.8885848643327889
cg01031251,chr1:26855423,0.30226856395788027
cg01036148,chr1:201951866,0.5908805616478671
cg01040850,chr1:181002669,0.26838309434881236
cg01053621,chr1:161193991,0.8752436147366379
cg01064307,chr1:207495038,0.46648253682545593
cg01095590,chr1:175161785,0.3883453069482361
cg01100796,chr1:53662040,2.063299499173414
cg01103730,chr1:207038704,0.5303754344991318
cg01119135,chr1:207205525,0.49884183768025064
cg01139966,chr1:150669796,0.5280578955450558
cg01145389,chr1:51433840,1.358276390078062
cg01152499,chr1:118148320,1.134696415683575
cg01154193,chr1:32670957,0.2569504997453785
cg01172735,chr1:28586943,3.9953266435727812
cg01172972,chr1:52608558,3.6069469927552333
cg01182697,chr1:54520432,1.2307540980211815
cg01183669,chr1:113162291,0.3416287237940881
cg01184522,chr1:247495818,1.8525007484559703
cg01185754,chr1:95006729,1.6034023767694867
cg01194444,chr1:203054722,0.0
cg01226883,chr1:11865642,0.10451513840967877
cg01259619,chr1:226925702,0.14118262003187526
cg01267315,chr1:44870976,6.577899595745781
cg01277844,chr1:154934734,0.6366715382162175
cg01313514,chr1:228194916,1.715735423297359
cg01320507,chr1:229440351,0.7880396010572476
cg01333788,chr1:35220814,0.18327747645818088
cg01342792,chr1:212797322,1.5888829998987868
cg01346152,chr1:12678761,1.879119286810668
cg01346589,chr1:17765897,1.2799038901887927
cg01356829,chr1:67772896,3.491312150646029
cg01366407,chr1:154955991,0.7122255076939923
cg01367992,chr1:160766535,0.6952141680919619
cg01371477,chr1:150207822,0.4527615174242386
cg01385430,chr1:150039081,0.8561447303639981
cg01402255,chr1:153800699,0.734743806638028
cg01411954,chr1:224517830,0.34117783052368356
cg01414934,chr1:26605969,1.3804191745576122
cg01420388,chr1:11714254,1.3375323811671382
cg01425670,chr1:72749015,0.6746302480412243
cg01426743,chr1:178994243,0.5510276601350218
cg01429181,chr1:160231585,1.0518000770239462
cg01447498,chr1:231664671,1.300924512439238
cg01459162,chr1:17574330,0.4421803341839379
cg01459453,chr1:169599212,0.3956261308413194
cg01461641,chr1:226069919,0.6592949845101174
cg01471713,chr1:220864279,1.0716489903498767
cg01485998,chr1:213123897,1.126366776346863
cg01522975,chr1:150039920,0.5545368291196086
cg01525376,chr1:32716212,0.6967503930119208
cg01566170,chr1:223899746,1.0155952014307725
cg01566404,chr1:204121925,0.4962918901086745
cg01579216,chr1:183560913,0.9422498436045468
cg01580044,chr1:114300656,0.6194611025272759
cg01580568,chr1:209825856,0.31150599370276244
cg01605517,chr1:247081873,0.8375595180768325
cg01620569,chr1:33502810,0.6355869996354467
cg01628253,chr1:154244960,0.4051920434185989
cg01637734,chr1:157811303,1.0762472976918827
cg01646665,chr1:156251436,0.24130568473119093
cg01651593,chr1:43824241,0.3442046138413826
cg01653110,chr1:171711841,0.5902042699573641
cg01653445,chr1:32230235,2.3381074357805702
cg01656955,chr1:40137966,1.3622502742562805
cg01664666,chr1:242687465,2.4420201665445456
cg01671575,chr1:230513566,0.33180518704756834
cg01705587,chr1:149889364,6.0054706926655
cg01718365,chr1:23345643,0.6593555756786518
cg01727899,chr1:217805875,1.278860930046833
cg01745448,chr1:155232379,0.3188304988820654
cg01770400,chr1:173886485,0.4959028346877443
cg01773061,chr1:36863007,0.3406286484136843
cg01774645,chr1:161040044,0.8025553448687766
cg01782486,chr1:154986512,0.4113838665949139
cg01782487,chr1:43283185,1.2744066034469224
cg01785339,chr1:224544456,0.2609455618552139
cg01801174,chr1:161123761,1.1617655680512549
cg01868128,chr1:152483675,0.6460559107270324
cg01883521,chr1:114471974,0.1647105747624823
cg01909487,chr1:59249911,0.4345935665238231
cg01918706,chr1:202310841,1.108611347966658
cg01918888,chr1:40627050,0.4218134440091483
cg01929105,chr1:10003572,0.6506188525226051
cg01939443,chr1:182456796,0.6470631197503678
cg01958916,chr1:151119525,0.6970428724835935
cg01969748,chr1:109420034,1.5177956308212661
cg02032115,chr1:160069052,0.31344418692172615
cg02049180,chr1:156828202,1.1636797748598968
cg02078356,chr1:32538907,0.11547441167427121
cg02084087,chr1:6526049,0.6745757047374944
cg02105034,chr1:183441865,0.49190650549612736
cg02105856,chr1:207119784,0.6974865812018625
cg02150709,chr1:43123922,0.8418951376789526
cg02161046,chr1:100503743,1.2072139910777608
cg02173484,chr1:147245168,0.6276974588112344
cg02175308,chr1:109941060,4.846683598515994
cg02218214,chr1:63062489,1.2346568887965044
cg02239021,chr1:54665433,0.048534514452156584
cg02245418,chr1:145609675,0.5833768514623666
cg02254649,chr1:225840109,1.6839352266449583
cg02255609,chr1:55181269,0.34956620667046145
cg02275294,chr1:179262462,0.9151602916586726
cg02280309,chr1:155270960,0.7968860301293637
cg02286990,chr1:32666098,0.4351929423963637
cg02301754,chr1:151149370,0.6417409716698892
cg02304930,chr1:210405566,6.813525347341028
cg02309273,chr1:38412744,0.3582060907844296
cg02309594,chr1:32084329,1.3753697084369803
cg02314308,chr1:184006972,2.7838889289080653
cg02317907,chr1:68515788,1.4122336127811537
cg02327719,chr1:26185386,0.6164280170217119
cg02361363,chr1:44173578,0.41284273650283526
cg02361557,chr1:107682963,3.401847084561488
cg02385474,chr1:233394797,0.1516377839661596
cg02451670,chr1:212207806,0.47941072326051326
cg02497700,chr1:244213358,0.8863854117672937
cg02502132,chr1:53792939,0.5155635238288346
cg02525396,chr1:161195883,0.27327770678479774
cg02525756,chr1:28919362,1.3697039284313706
cg02558133,chr1:89150338,0.1808626887358335
cg02589695,chr1:206730999,1.4745765630146512
cg02609880,chr1:156611087,4.9876144818237
cg02612026,chr1:15850456,0.41768034776101387
cg02631906,chr1:45987864,0.4747436363203567
cg02641560,chr1:24828811,1.3590651750564575
cg02668729,chr1:41445680,0.47221446988588556
cg02705666,chr1:89357418,0.3037967808971976
cg02709261,chr1:179051893,0.40245182005841834
cg02718725,chr1:95392925,2.1843281529490786
cg02723372,chr1:25228582,0.18934303997758023
cg02729506,chr1:22263411,1.3855632724904656
cg02737335,chr1:3379884,0.12407530572943556
cg02751839,chr1:202092285,0.0
cg02780849,chr1:235814163,6.350895254986542
cg02809263,chr1:70671218,0.9871878138652763
cg02813121,chr1:153348911,0.31790216857952963
cg02844629,chr1:231114732,0.49656912847944623
cg02878987,chr1:222885407,0.5095719195660807
cg02890926,chr1:45140355,1.0839047861515436
cg02904365,chr1:6761379,0.46771855035476256
cg02913364,chr1:1208573,0.5255351427784585
cg02917772,chr1:70876623,1.1573274236664808
cg02917972,chr1:53018259,1.0485032572413324
cg02947253,chr1:112046700,0.44957459043534914
cg02976090,chr1:24742249,0.4765336186882861
cg02978542,chr1:11866085,0.3295406526386589
cg02981703,chr1:9005734,0.19140338994321085
cg02989257,chr1:32169274,0.4197440206855907
cg03001647,chr1:167691881,0.6926987125837892
cg03011500,chr1:151484243,0.7941736241528519
cg03036064,chr1:165797085,0.0
cg03037331,chr1:224371490,0.45334426308064685
cg03038003,chr1:49242900,0.17969877806090356
cg03070194,chr1:110210684,0.8769228055590109
cg03082060,chr1:236680224,1.9421511710136015
cg03086563,chr1:149857152,1.2520314930680387
cg03098721,chr1:84464084,3.811251947707369
cg03100146,chr1:26606846,0.0
cg03112782,chr1:37979729,0.19984819890555003
cg03125090,chr1:183605490,1.1724318366990125
cg03140978,chr1:24728127,0.6747189060856874
cg03165378,chr1:153329882,0.9511903817219627
cg03167763,chr1:20512397,0.7078465059808365
cg03171924,chr1:25258332,0.34828234395184127
cg03209127,chr1:235668099,0.3649793497642079
cg03231024,chr1:155100501,7.974826357311144
cg03301801,chr1:109264283,0.9901080572248397
cg03322129,chr1:1209673,0.6299041524492297
cg03371205,chr1:24117506,0.6626386777718466
cg03379131,chr1:155024281,1.0004832713383986
cg03382564,chr1:33722125,0.0
cg03387723,chr1:41708464,0.3762435632899515
cg03409548,chr1:47082691,0.760128403393705
cg03418289,chr1:145477137,0.18105860578448993
cg03421300,chr1:27189787,0.2646050824042865
cg03455458,chr1:213124545,3.613157105564774
cg03459809,chr1:226013010,0.14450341396200983
cg03460527,chr1:95008117,1.5359551445801656
cg03483626,chr1:111218276,0.9171946157986981
cg03484533,chr1:31846491,0.5956451787318374
cg03495868,chr1:78956905,0.3354496105650714
cg03496978,chr1:224302360,0.8701007000525991
cg03522910,chr1:161147597,0.4660207736596205
cg03533858,chr1:2324396,1.213901498445549
cg03544525,chr1:207226564,0.5574655154176483
cg03557698,chr1:55271921,0.4934757127428887
cg03568718,chr1:3579873,0.9854297578483449
cg03574115,chr1:43636559,0.9477508509545552
cg03583857,chr1:208085022,1.4185582206136271
cg03614513,chr1:115632038,0.3406637581506572
cg03617456,chr1:11160205,0.609459275988272
cg03622431,chr1:84864880,0.22086239693468052
cg03625911,chr1:203155737,0.0
cg03630344,chr1:7831156,0.4989623387258249
cg03641225,chr1:68512539,0.13348882513450566
cg03648823,chr1:40915636,0.19059877807362716
cg03673470,chr1:238055429,0.8914448033990409
cg03679305,chr1:9129487,0.2654880538694282
cg03718677,chr1:151148266,1.2371871197907407
cg03732545,chr1:205012130,0.10491007529292024
cg03734660,chr1:156675322,4.477907158787411
cg03750606,chr1:217262978,0.7526318856011007
cg03752628,chr1:117453510,1.8635647626886345
cg03752689,chr1:209958185,1.0638957854518272
cg03764585,chr1:203320223,0.9657151404758939
cg03793131,chr1:43833547,0.04483832994898656
cg03802191,chr1:234615169,1.615703211312282
cg03837750,chr1:74664160,0.769043554465967
cg03846767,chr1:3607292,0.690329983347372
cg03848145,chr1:85724702,0.6351435124279555
cg03863149,chr1:91487516,0.9248818071405787
cg03872376,chr1:238053828,0.12829503647407095
cg03886898,chr1:54359132,0.0
cg03897136,chr1:60280322,0.8426839338425092
cg03907454,chr1:45205136,0.6894496784468839
cg03938043,chr1:212207851,0.5520820446739767
cg03940966,chr1:151881785,0.0902542619039293
cg03955296,chr1:157107917,0.7828887592527337
cg03958426,chr1:206857947,0.5584637368111837
cg03977657,chr1:209825747,0.864582684569228
cg03989569,chr1:156471288,1.0494545582226684
cg04025590,chr1:26560450,0.38309329109001633
cg04036898,chr1:46664598,0.6382624168051151
cg04049800,chr1:233086374,0.33367762891134417
cg04055049,chr1:6321553,3.914687515791515
cg04057053,chr1:113008926,0.7230954891874308
cg04082985,chr1:150946396,0.7096417164267447
cg04087608,chr1:119957969,0.1955029957015021
cg04118154,chr1:45140072,0.6220426148458609
cg04126335,chr1:145525223,1.111702836065221
cg04138756,chr1:152973849,0.5870082629589072
cg04141379,chr1:48938046,0.6396082263634983
