CpGmarker,chr:coord_hg19,Replication_timing_GSM923447,LaminB1_GSM1289416
cg06650260,chr1:27240478,84.44932780658218,1.3514044955935827
cg06665322,chr1:167059365,27.039308795310614,1.1893167445431427
cg06672652,chr1:203830934,77.55731964111328,3.5399846666555863
cg06710648,chr1:58716377,37.83308844435542,1.0284829316871893
cg06722633,chr1:37499309,34.482934889947984,2.0347244444512
cg06778853,chr1:6672620,79.91969436303042,0.9935806934118872
cg06792598,chr1:207494733,39.345333099365234,1.3124045774303095
cg06792911,chr1:43425022,69.77716827392578,3.1085847309914882
cg06796611,chr1:207070834,67.60579681396484,0.8799280411650612
cg06803184,chr1:241683075,45.7271842956543,-0.09247961813016262
cg06804431,chr1:145516254,83.96076202392578,1.103736288564031
cg06819200,chr1:21616641,83.32372434240327,-0.37278197593142465
cg06821274,chr1:155990882,85.59333801269531,-0.01329436958286564
cg06823263,chr1:161015119,68.0014877319336,2.8488885071175525
cg06827976,chr1:27950589,81.48111264426215,1.0782880113467161
cg06836772,chr1:57110403,51.75286722539963,0.6963376956862827
cg06839953,chr1:27648457,82.27169683746567,2.0435107039564504
cg06848073,chr1:11713540,67.13261563878999,1.169288482000906
cg06882877,chr1:156217801,84.46422576904297,2.3093985217043973
cg06885782,chr1:41248209,69.6371841430664,2.490913217253889
cg06894381,chr1:67519805,55.81909942626953,2.0002050502624558
cg06922130,chr1:45205796,82.99322509765625,2.3969890664446565
cg06933072,chr1:167882951,77.79214477539062,-0.8846361231743839
cg06940574,chr1:6297128,76.64925384521484,1.8487048275195634
cg06941093,chr1:54199696,78.58898556678372,-1.1311893793437584
cg06948408,chr1:43736600,77.9524637350715,0.8496193570701842
cg06948937,chr1:205473404,75.90372992156449,2.0446775692235915
cg06956273,chr1:110155623,79.80422728198425,-0.30685772193168814
cg06958034,chr1:23346203,78.96969604492188,3.291316976475175
cg06963844,chr1:11724238,68.00389862060547,2.308621038868085
cg06992027,chr1:159895302,59.986006139817086,2.3207478016821352
cg07000785,chr1:68150823,80.69609832763672,-0.8874912236064147
cg07003563,chr1:113161334,81.01556415510296,1.0534069948742912
cg07015079,chr1:145549441,83.16801751343687,2.2865862672214843
cg07017477,chr1:151882157,67.90948486328125,2.4670995823682405
cg07029998,chr1:11322191,62.287925720214844,2.1053111829445403
cg07031996,chr1:38324738,71.37174987792969,3.238454091458837
cg07036775,chr1:145470395,84.13839521907512,0.773472189509148
cg07039113,chr1:153329013,72.47492980957031,0.7497475385590825
cg07044282,chr1:178840137,75.51778411865234,-0.8534939250807918
cg07054788,chr1:93297504,79.94529120999381,1.0889480259428996
cg07070934,chr1:35258435,40.13690342510728,1.7891486154620533
cg07090813,chr1:120254330,70.55786815843082,0.14139540613598428
cg07093046,chr1:236958653,23.592130209145108,1.0443746360483337
cg07107453,chr1:79114976,49.33785629272461,-0.5651382868476118
cg07136254,chr1:145412774,81.88911437988281,-0.4519695274400471
cg07138512,chr1:21996317,76.93669853305579,1.6035048703402657
cg07139440,chr1:151030981,83.95488739013672,2.28104256892985
cg07142319,chr1:20446657,51.683868179892066,1.2070126664128051
cg07175007,chr1:162467185,76.70186614990234,0.6541150167997298
cg07180649,chr1:22470290,75.98369598388672,1.1732394422782157
cg07193504,chr1:225964856,84.29069519042969,1.1964100297512275
cg07214572,chr1:197881353,69.03211931338036,3.4736145251343773
cg07232688,chr1:100644688,59.85127569374598,-0.6597563969839355
cg07337598,chr1:150953943,83.3469467163086,0.8514244437818262
cg07347137,chr1:53019316,72.98795480323848,0.5627608399096905
cg07354440,chr1:161168889,72.87409973144531,0.6425308934049282
cg07388493,chr1:39491459,78.20928899902952,0.2031137378495163
cg07399355,chr1:155163013,83.32905578613281,1.572306440293939
cg07411229,chr1:217804382,28.627446362502557,2.0834628472700527
cg07423149,chr1:203156246,66.44676208496094,1.0303600670990325
cg07426848,chr1:153521712,84.01226806640625,1.4893781379127984
cg07437033,chr1:16302232,84.24835968017578,2.1070727638393567
cg07447773,chr1:19614851,76.03509521484375,1.5737112206535915
cg07447922,chr1:38230827,68.85669708251953,1.9012939893929124
cg07459264,chr1:16767326,79.94733012287396,3.1877567575920738
cg07495664,chr1:150978905,83.72815704345703,2.480894742144145
cg07509155,chr1:24514412,69.54664678407131,2.2963061987115094
cg07550267,chr1:45241824,83.03076171875,1.558506865195123
cg07566050,chr1:160174755,67.50706481933594,1.9614153479598933
cg07576541,chr1:153630883,84.12503051757812,0.43500824098097585
cg07597871,chr1:112162932,79.68599700927734,3.635134779836429
cg07634204,chr1:151162707,83.92345428466797,3.002320185116016
cg07639959,chr1:242011162,48.24380874633789,1.2178293961271531
cg07656362,chr1:32688117,84.07108306884766,3.619798015887551
cg07668036,chr1:151227536,84.11678201956047,1.284337812692152
cg07684150,chr1:167906751,76.0545883178711,2.1402962132725367
cg07686479,chr1:165325030,28.98639678955078,1.776521643027851
cg07688613,chr1:153700021,83.10755157470703,1.8752282159893137
cg07713493,chr1:205473393,75.90405787137381,1.9862513343993602
cg07739803,chr1:101361235,66.3502197265625,3.1417085394751214
cg07774025,chr1:162760659,78.7936364647159,0.7461010217666626
cg07789552,chr1:36851195,84.18701934814453,2.763963420084802
cg07789904,chr1:11741841,69.40633392333984,2.7900964517136964
cg07807709,chr1:149860026,58.13770294189453,-0.03485722753503161
cg07830847,chr1:111061374,51.647430781414386,0.6179186707780103
cg07845390,chr1:196577709,24.148193359375,2.3737519456997926
cg07846167,chr1:16084758,85.216552734375,2.7879960892032316
cg07874520,chr1:151826533,67.76810552354465,0.4336907603928657
cg07883333,chr1:161009753,67.60193634033203,-0.09101891772873155
cg07894717,chr1:10508598,76.15482981008782,1.550334081541681
cg07897837,chr1:231377046,42.80609130859375,2.7975856224145335
cg07924819,chr1:161736104,60.86358642578125,1.7391898770176193
cg07928641,chr1:182991847,81.06371307373047,0.9709140102869317
cg07947930,chr1:203444945,84.3231201171875,0.7080914576347889
cg07950803,chr1:158223934,44.043487548828125,-0.40158603203386745
cg08008403,chr1:197881741,69.04540252685547,2.057997670221689
cg08008562,chr1:154530682,67.18496315972763,1.4173188260580492
cg08015496,chr1:160314061,62.4813117980957,-1.2210416239064648
cg08032971,chr1:46972736,69.2940902709961,1.0953179746490882
cg08047907,chr1:169396858,30.922462463378906,0.1368255839690153
cg08067365,chr1:948893,83.78685760498047,0.19288927740804496
cg08109646,chr1:26698634,74.0193392594259,0.9385007510257308
cg08123074,chr1:28764523,82.62375001598177,0.5532728438863826
cg08151281,chr1:167905380,76.19300473182278,-1.5445111449479456
cg08151470,chr1:10092299,80.73458862304688,1.0006995707150275
cg08157638,chr1:116194194,54.01393508911133,-0.3196581793522054
cg08166982,chr1:115300440,44.85401313382194,0.24748234784873366
cg08176609,chr1:46664284,80.72010040283203,1.9441280716851879
cg08190044,chr1:154298335,75.1715041847895,1.572404746369691
cg08198370,chr1:36930120,81.45796966552734,1.8290870365327792
cg08205865,chr1:167883379,77.77889360156738,0.7741043161535143
cg08247612,chr1:160336486,60.97351733466931,1.5079663735943416
cg08250444,chr1:155100078,82.79064178466797,1.1167359254100087
cg08253405,chr1:109401072,74.160888671875,-0.6799656533699492
cg08256691,chr1:155881846,85.8105697631836,1.7323106788567992
cg08284180,chr1:160232170,66.49848937988281,2.819844232097981
cg08293760,chr1:220445750,35.07328796386719,2.150771623594635
cg08299045,chr1:228296964,62.41334533691406,0.3301815701371777
cg08307963,chr1:147245485,30.94339168101475,0.7813589181797931
cg08341978,chr1:8878227,84.28565216064453,0.16660768499302323
cg08343943,chr1:165668116,56.39051055908203,-0.6701554767881293
cg08348962,chr1:166944393,21.686049611193877,1.4318721241854901
cg08353146,chr1:205196756,81.66183471679688,1.7849235645253727
cg08358671,chr1:185286807,54.96828842163086,2.0832698663476132
cg08360728,chr1:27226980,84.2608871459961,1.5561672864993212
cg08361238,chr1:117452304,35.52291812088127,3.024999504725939
cg08366126,chr1:24194505,74.10366204849205,1.693077403442085
cg08380539,chr1:85039702,74.995849609375,2.7515975883235257
cg08388746,chr1:54518349,79.56249056314293,2.288678030973718
cg08393541,chr1:27248425,84.51778801896626,-0.04355177380876517
cg08394377,chr1:41132022,62.897735595703125,0.927452319440073
cg08398233,chr1:20811641,75.76459666796754,3.093592082823554
cg08403419,chr1:155911238,85.96417236328125,2.4379938129213654
cg08412305,chr1:167904990,76.2085189819336,3.92074549048013
cg08413469,chr1:68962940,68.54817962646484,-0.830223843943262
cg08462292,chr1:97188168,54.165992736816406,0.13538979396449227
cg08466883,chr1:215741318,67.68097475579849,0.305308371613398
cg08474603,chr1:159684431,46.60677821856187,0.13654986772714395
cg08477744,chr1:17308032,77.88642120361328,2.654278844482352
cg08491025,chr1:113498799,74.22614288330078,0.12378038835690663
cg08525145,chr1:155911361,85.9644649058506,3.053924392092438
cg08527127,chr1:34643941,23.091812133789062,-0.1707259208733399
cg08528984,chr1:2985218,30.82122230529785,1.5876807762633642
cg08537652,chr1:2986362,30.825986595819717,1.2508731149230856
cg08552999,chr1:91487806,32.29403305053711,-0.2071635214898088
cg08596642,chr1:182808238,72.09220886230469,-0.026107098053324434
cg08612871,chr1:35220334,37.62246586140849,-0.25472842836259896
cg08613513,chr1:52870060,69.17156219482422,0.9771724857943559
cg08614201,chr1:145715134,84.01691436767578,0.9152389893153452
cg08617916,chr1:206730453,78.19726547279262,1.0883013231102705
cg08623383,chr1:28205926,80.16825103759766,0.3788859227892734
cg08623787,chr1:165414611,35.10597075845238,2.5789684369522017
cg08638395,chr1:180601032,74.77243041992188,-1.351918437074804
cg08654655,chr1:159141063,30.55023193359375,1.073686615495898
cg08660285,chr1:67390436,58.41309089375256,0.6187570873525942
cg08661227,chr1:159895006,59.985931396484375,4.045948744420741
cg08665772,chr1:160051377,64.30921017083146,0.8723764778759978
cg08670691,chr1:3668942,52.059288024902344,1.8127934941716999
cg08673615,chr1:24151775,74.61376190185547,1.1017132192024355
cg08679985,chr1:44584350,77.4097431021141,1.9507128410135168
cg08700651,chr1:24513482,69.5509469848024,1.871386869803484
cg08707063,chr1:78444964,79.69744110107422,1.2679231986591137
cg08719081,chr1:110613933,77.63691711425781,1.0421646742586526
cg08721347,chr1:95538652,79.96177690463173,0.8956021709316023
cg08735298,chr1:38273312,70.23683288269804,2.582906200843734
cg08749122,chr1:150459996,84.0871353149414,3.4253956956286875
cg08763433,chr1:156252438,83.96075422329795,1.6470714810888474
cg08778586,chr1:31769778,74.11347198486328,1.0048857557983784
cg08785155,chr1:169076388,35.382865858196915,1.5561837720630751
cg08786003,chr1:157670710,35.649906158447266,-0.4159476937027062
cg08812504,chr1:180123798,84.58490753173828,2.0296286443619045
cg08823182,chr1:153514482,83.85766042200407,1.0456749341950309
cg08840010,chr1:8000314,82.46945247507452,-0.9143471700568644
cg08866753,chr1:40042061,77.5315170288086,3.5793912662967324
cg08872493,chr1:23521417,84.34513824538995,-1.6837212447855876
cg08878744,chr1:152783674,24.130003122914758,0.9097041075941297
cg08908355,chr1:149857186,57.75368118286133,0.7563205854943778
cg08911391,chr1:20988590,81.93558245347324,3.064794028736182
cg08920071,chr1:117544781,42.98694610595703,-0.5060743160677197
cg08927489,chr1:151254500,84.01538338982256,-2.1312565944657216
cg08934443,chr1:149859898,58.13770294189453,-0.6973727032429625
cg08983259,chr1:67267855,66.15287017822266,0.39208258945091395
cg09009042,chr1:28157061,80.04500579833984,1.1905852092996887
cg09009380,chr1:201252974,78.11097717285156,1.9130073884872705
cg09044743,chr1:2458238,73.90695190429688,4.062643348570134
cg09058542,chr1:115572863,63.31603240966797,-0.4409097933986926
cg09060914,chr1:169599558,33.62719389803689,0.3449081100279498
cg09065135,chr1:149982836,69.393798828125,1.8689837547333474
cg09082287,chr1:65730494,35.66286790995229,0.7774086749223378
cg09099022,chr1:90024622,60.62201396723341,-0.6387670121955631
cg09107315,chr1:78511488,80.81148432020535,1.340276696820103
cg09118625,chr1:68512971,74.8990478515625,0.9149298296598554
cg09144196,chr1:235324804,80.86051940917969,0.9985179925661168
cg09152089,chr1:24469564,70.2668967116206,1.4536753280336971
cg09182986,chr1:40505999,75.63196563720703,2.3801732162384304
cg09214920,chr1:108743318,31.35227656186073,1.9460844914769044
cg09242541,chr1:10490025,76.61138153076172,0.9070260438420611
cg09243900,chr1:156030844,85.36206817626953,1.0511839098533995
cg09276363,chr1:112531488,56.38221548560849,0.257840255646021
cg09276883,chr1:210501966,53.85091018676758,2.042182297603009
cg09306577,chr1:12040877,79.90799713134766,2.6587963401520582
cg09311052,chr1:154531418,67.16862426910019,-0.5957971353187068
cg09321965,chr1:198201193,70.48149871826172,-0.5466753960556587
cg09327628,chr1:32801665,83.63118340546949,1.9522404280357457
cg09328024,chr1:206808174,78.87716674804688,2.567445671753559
cg09338170,chr1:100436032,54.11962127685547,0.9610516995717056
cg09340639,chr1:157789662,45.02326546761758,0.2628426227709208
cg09360654,chr1:45806501,65.50014396914817,1.0701254932796325
cg09404633,chr1:201915446,85.17887271491072,2.527057944527201
cg09409398,chr1:149899881,62.88077163696289,2.272054400229334
cg09413557,chr1:153508713,83.73003387451172,0.14507417692345395
cg09440340,chr1:116654415,24.38364866546859,0.3765405853389192
cg09448880,chr1:153283841,68.18843078613281,-0.8057314874017869
cg09451092,chr1:159869223,59.7038459777832,1.3118528236905893
cg09458394,chr1:76251976,42.965518951416016,-0.5728072174250028
cg09461185,chr1:186649631,43.5748505342631,1.7946141383960206
cg09462576,chr1:228297873,62.4499397277832,1.6463332574073253
cg09478478,chr1:158322845,34.141727447509766,0.580534063298396
cg09497789,chr1:118728212,51.673065185546875,0.6313130153619898
cg09501516,chr1:163039155,75.68687438964844,0.06342446271057994
cg09527021,chr1:166845374,20.123266605367686,1.4413287292049273
cg09542291,chr1:152850992,27.51421356201172,-0.4666360754810593
cg09547777,chr1:160160232,67.47077941894531,1.5621210463739161
cg09549827,chr1:6484616,81.17960627834101,2.5639593221378565
cg09554443,chr1:167487762,56.350006103515625,2.2909157162048954
cg09558502,chr1:111970531,73.13201923322796,-0.011750076313313068
cg09559551,chr1:15986245,83.27838134765625,-0.6101711681792958
cg09563216,chr1:150255241,79.82343292236328,2.827160721912192
cg09580336,chr1:116915122,34.168357849121094,1.6251650497655123
cg09622957,chr1:150521190,84.83822631835938,1.3800851444453377
cg09633588,chr1:3817016,34.26237487792969,0.09994335453816565
cg09635067,chr1:205744008,79.38285827636719,1.5655508792070056
cg09636671,chr1:201915873,85.18248748779297,-0.23642605505602185
cg09649610,chr1:235814039,70.0228042602539,2.409535522180931
cg09656934,chr1:179561500,51.95138895125163,0.8810039633317318
cg09704415,chr1:48937250,20.330408096313477,2.0608745844898655
cg09735905,chr1:70820197,44.79503631591797,3.7246992347822983
cg09737668,chr1:159923525,60.31398300399209,1.7512991800716602
cg09747578,chr1:46769076,78.45039367675781,-0.1341541709040552
cg09755102,chr1:33283495,84.84117843742085,2.1334876410606824
cg09784259,chr1:169703422,36.87967985348214,-0.549471494195143
cg09799156,chr1:45253079,82.99193572998047,1.288695736302612
cg09809672,chr1:236557682,41.7859328690907,-0.33286070767836995
cg09819495,chr1:203830685,77.55905937137746,1.6934042119559474
cg09822001,chr1:156561334,84.288925760702,0.004670966482282586
cg09837361,chr1:28996131,82.12435913085938,1.944404208389878
cg09851465,chr1:60539671,35.161750764918146,1.5995004186101764
cg09869791,chr1:94884541,83.28662978859613,1.3522551056720147
cg09885951,chr1:214776469,84.64732396989095,-0.0063951007214841675
cg09891761,chr1:169555674,33.30250545511222,3.0061688669382476
cg09893068,chr1:46089593,76.1844378920862,1.1610588183631225
cg09903430,chr1:44172605,78.0165306719164,2.140989380459341
cg09914444,chr1:46972183,69.3327407836914,0.4940884964342663
cg09929564,chr1:153643582,83.97045729106799,0.26393742544074505
cg09932694,chr1:1446840,83.73619079589844,2.0109382942881933
cg09970593,chr1:29139522,76.94515466095504,1.580434890327886
cg09980622,chr1:149871503,59.583907434173355,1.1175633469967157
cg09988116,chr1:43750693,78.39317614776535,1.293643005849132
cg09998519,chr1:245028194,59.6837272644043,-0.14666218913021856
cg10035922,chr1:36916039,82.2089614868164,-0.10285143925801332
cg10040059,chr1:43312005,69.04718780517578,0.8149561801695403
cg10042178,chr1:87794589,41.48758855424914,2.8288301504228817
cg10045881,chr1:111770291,55.73518753051758,-0.6942760242472968
cg10046892,chr1:156217942,84.46422576904297,2.531408698793022
cg10053203,chr1:161087998,72.0877685546875,3.051152400766272
cg10069638,chr1:61548754,33.86608123779297,2.373451797727974
cg10073091,chr1:55352301,69.43660819798039,2.10983671289247
cg10087399,chr1:109940029,82.5188217163086,1.8973798272891969
cg10089324,chr1:51984752,78.71642303466797,2.3069838105280995
cg10091705,chr1:202317604,74.41568345143611,-1.6454773964149225
cg10106388,chr1:160832662,48.9454183982792,1.0825202535622065
cg10117369,chr1:203734256,82.00398254394531,0.916437552767977
cg10124491,chr1:151042967,83.93639373779297,1.0535611006189654
cg10139846,chr1:62207966,35.76698684692383,1.370941634442404
cg10161121,chr1:172628020,73.06733703613281,0.1299111666697399
cg10164137,chr1:1285239,83.69181060791016,0.3268793124186842
cg10164640,chr1:45792557,64.84074639679488,0.9864546010266023
cg10167296,chr1:206680628,78.38397445107934,1.6701681510822717
cg10177528,chr1:211499638,55.29226311662251,2.940519224486363
cg10202457,chr1:183387751,73.97850799560547,0.25029716991657575
cg10212621,chr1:120311649,74.25939901451815,1.0300231633768875
cg10241097,chr1:110654660,74.83121012927886,0.10181809451327817
cg10266188,chr1:32645867,83.73664093017578,1.8403776312805242
cg10266490,chr1:55013709,66.09425354003906,2.3520009016209946
cg10274502,chr1:16173759,84.20531463623047,1.4845537374391964
cg10298815,chr1:101004474,66.55798103922324,0.374389894062686
cg10313675,chr1:209957739,43.29538345336914,1.288461194831118
cg10321208,chr1:53662243,82.9058609008789,0.536600984276392
cg10321723,chr1:145727762,83.45864868164062,1.3447265732536087
cg10322308,chr1:55229957,65.1137466430664,3.285687205454414
cg10324224,chr1:231115997,51.15073013305664,-0.6200261761244358
cg10347418,chr1:23693926,83.53684997558594,1.6539108280083095
cg10348643,chr1:231004374,54.51569313182498,2.7026306426044675
cg10362426,chr1:54518856,79.55149841308594,0.6937337904342776
cg10364513,chr1:165414379,35.064918223164625,2.8570575404827783
cg10375802,chr1:233086192,47.684715270996094,1.2411163988656901
cg10429262,chr1:9189507,81.5645146548302,1.732909249643835
cg10450322,chr1:51434373,56.331368510562584,0.4669246227675181
cg10482024,chr1:65613042,39.01033020019531,1.269702806543343
cg10482750,chr1:52344120,84.48319244384766,1.7707161966439158
cg10500283,chr1:7913081,77.69168853759766,-0.6957915131593831
cg10500716,chr1:111993148,74.92597198486328,-0.42704880027386644
cg10507231,chr1:204459638,77.6136623962859,0.21142725963661593
cg10515956,chr1:85514610,71.2266758183886,0.6070850000573645
cg10516886,chr1:111415232,31.714014053344727,-0.23893766703848876
cg10521267,chr1:40997127,61.56919860839844,0.31614793908385846
cg10544564,chr1:159141860,30.48287582397461,0.9394844708124396
cg10545682,chr1:151512625,77.27678054467104,1.2561863843980303
cg10548277,chr1:43855471,81.10314298330103,-0.07406625793003466
cg10549188,chr1:150208539,79.04858830325918,-0.9984609604782662
cg10559803,chr1:178693897,81.23465728759766,-0.2478634049970497
cg10576828,chr1:70225863,25.74519920349121,0.5302400633279862
cg10578779,chr1:173837995,64.54000854492188,0.6037768172827416
cg10604646,chr1:163172649,70.76136359312291,-0.3958416812459678
cg10620457,chr1:57432110,33.5803337097168,-0.6319478126500806
cg10636246,chr1:159046973,33.82910919189453,-0.0017813590521776406
cg10662787,chr1:206785415,78.85208904237818,0.7591477649413068
cg10663017,chr1:159750305,53.800262593866286,0.19658177254031828
cg10667970,chr1:11724057,68.00389862060547,3.101558956151045
cg10673431,chr1:152010110,64.50180053710938,2.3108110265298323
cg10691259,chr1:28879858,82.83540344238281,2.1901127551905155
cg10694959,chr1:32573640,83.40884857938771,-0.07212030519766531
cg10698549,chr1:24969970,85.01092529296875,2.3940380145080145
cg10704545,chr1:193075590,57.34029160116676,1.4006938063527836
cg10705251,chr1:26699605,74.05320018663667,0.5960688822778406
cg10705800,chr1:41328420,74.26047171499961,1.1259798174465934
cg10740965,chr1:9969647,83.08783301450963,2.373637591561382
cg10743104,chr1:13910206,21.631168365478516,2.1622321617693383
cg10748867,chr1:19577036,75.42757415771484,-0.5370347844413306
cg10753073,chr1:64669599,67.70099265081925,-0.013264817840206233
cg10774440,chr1:226076153,81.69807434082031,1.4350683992733584
cg10784030,chr1:38412688,71.87534214314677,0.7236046869148235
cg10795646,chr1:151975566,66.51349856788083,-0.4485353595889185
cg10797195,chr1:45805338,65.43048881473683,2.0557699407678407
cg10823926,chr1:145549189,83.17754364013672,1.2678282720315968
cg10834677,chr1:113263289,79.35164642333984,1.096727752865712
cg10835876,chr1:168698977,24.035301208496094,-0.4799117518387153
cg10841258,chr1:112938518,78.73701697751471,0.19710148174681652
cg10850580,chr1:19537115,75.33838653564453,-0.9278795830623929
cg10861599,chr1:173176523,72.26385300177292,-0.37876987479796037
cg10861751,chr1:192544716,68.7718505859375,-1.4386106603391826
cg10891879,chr1:10753774,68.23040771484375,1.228185212431987
cg10894102,chr1:25072583,85.09138309925869,0.5376882803830452
cg10895130,chr1:151007925,83.9320068359375,-0.5247432005354754
cg10912077,chr1:87794075,41.509010314941406,-0.3907519389760284
cg10935550,chr1:203274660,73.71467264988773,1.4184441320241548
cg10942056,chr1:223101848,50.041839599609375,0.6770303850660396
cg10946435,chr1:154843044,72.41626739501953,0.9073453342884554
cg10957680,chr1:27998883,80.58834075927734,0.9599390687134765
cg10968649,chr1:44115804,79.5782470703125,-0.9920339521292776
cg10971346,chr1:27114745,81.03032684326172,2.9347024798693524
cg10989326,chr1:93258908,79.4280014038086,-0.4399091523675534
cg10994126,chr1:176432498,17.269966287208614,0.24400336263462039
cg11003133,chr1:159046391,33.824044424994035,0.06624698814389388
cg11037787,chr1:20307002,57.7352180480957,0.03669347190380247
cg11037818,chr1:208041879,41.80234146118164,2.716500318020357
cg11070419,chr1:207277210,52.2872314453125,-0.49490937207748065
cg11104347,chr1:159750836,53.894447326660156,0.46376261096306953
cg11120551,chr1:146713996,32.37752151489258,0.8197393216549299
cg11139878,chr1:157811790,47.2872200012207,0.22342225068462285
cg11160820,chr1:117113618,30.4494029827546,1.2145985250281504
cg11172423,chr1:43205623,66.79388129027407,1.4350072346646479
cg11177955,chr1:222886490,54.73935925871357,-1.5510661031684887
cg11189434,chr1:93297822,79.94635772705078,3.1621472925623357
cg11192270,chr1:17338644,78.16528756006103,0.665567063864893
cg11201288,chr1:70669885,44.2204475402832,-0.47965906098747735
cg11208235,chr1:94147468,84.94870798011075,1.8647086528746848
cg11208880,chr1:90287278,78.9052505493164,2.2512903069931856
cg11221265,chr1:161284279,70.90847778320312,2.7059396580424657
cg11226328,chr1:29213367,73.32618338568253,1.4061416292595923
cg11227541,chr1:84972317,73.9568596742397,2.086424543365123
cg11233384,chr1:19615702,76.05657196044922,1.5701360442025836
cg11254522,chr1:27950343,81.49314121236824,0.6845402457852208
cg11283860,chr1:8273352,84.32315889201557,3.1896799064102943
cg11286163,chr1:109969161,81.78646087646484,1.35307808411812
cg11314684,chr1:244006288,71.18067932128906,-1.2870274139591669
cg11320084,chr1:185014181,67.17607116699219,-0.5419172911109492
cg11320143,chr1:118472483,74.06920385955277,0.8564099561357378
cg11323731,chr1:46016768,75.0032958984375,2.7233492457296147
cg11329235,chr1:24969260,84.99813079833984,2.3835717560699967
cg11373746,chr1:165668181,56.39051055908203,-0.13110080301311214
cg11393848,chr1:22969340,77.43453526675255,1.0212173000240807
cg11405695,chr1:1384091,84.11193084716797,0.5810094436335023
cg11411707,chr1:151043197,83.93639373779297,1.763962753511196
cg11418559,chr1:26487928,69.57597351074219,0.8121617885320553
cg11426590,chr1:33647854,80.663330078125,1.3995720073017726
cg11455040,chr1:205649941,78.0860366821289,1.5336669880699751
cg11462533,chr1:40156840,73.17749786376953,1.693225344122207
cg11469137,chr1:11994385,79.12928151727614,2.6182599989533126
cg11480873,chr1:205744417,79.3963174035127,0.8713708581679714
cg11481351,chr1:109265387,71.13401655544367,-1.566705968127743
cg11503744,chr1:155294042,81.39148712158203,1.2812599640348996
cg11505048,chr1:183622726,75.53752899169922,0.8346318252365895
cg11512771,chr1:150479487,84.41337033697495,1.3857170013846918
cg11520395,chr1:227924115,47.376380920410156,0.5459015808567893
cg11524446,chr1:34642184,23.152769088745117,2.4284969119341007
cg11542231,chr1:28241192,80.16674041748047,-0.7718459372443877
cg11560403,chr1:205053460,75.28568362951873,1.3425873596437032
cg11584111,chr1:172412837,65.71009826660156,2.483363745795089
cg11584936,chr1:151009588,83.93721455409937,0.17318887637003844
cg11619390,chr1:32931179,78.90425109863281,0.6603784442548487
cg11657808,chr1:237205950,17.438594818115234,1.2765545944122583
cg11688219,chr1:6684919,79.37325286865234,2.1989188653696092
cg11688469,chr1:201391061,85.23294067382812,1.4261567352775963
cg11706911,chr1:15910989,80.054931640625,1.4132458274850916
cg11721194,chr1:160709239,40.342288970947266,0.09754356376068321
cg11724759,chr1:68915898,72.7664794921875,1.6980000166808928
cg11730961,chr1:35658733,64.24098205566406,0.7728756978469772
cg11750883,chr1:152486950,24.242877960205078,0.7905985751571674
cg11815363,chr1:233750184,19.942989349365234,1.159448848394513
cg11832543,chr1:178481818,82.36276245117188,0.8513893325923372
cg11832727,chr1:8877257,84.27550506591797,2.354762144893483
cg11835197,chr1:36038514,72.57290677952945,2.040375662840884
cg11841758,chr1:53704358,81.82785243464824,1.9440069733849101
cg11843760,chr1:10532677,75.5947974530836,-0.564739496942131
cg11844110,chr1:208042623,41.83533332234904,1.1878864965413318
cg11847808,chr1:22889611,73.15546053841227,1.8716198411636449
cg11856093,chr1:27023388,78.55834803022351,2.5574757158005568
cg11901954,chr1:212209499,63.183457790764784,-0.12812986181725183
cg11902458,chr1:154842746,72.41626739501953,0.19734467462793706
cg11903880,chr1:110197856,80.2490005493164,1.1522275661716532
cg11905617,chr1:173684474,55.39995862242587,1.774146016846676
cg11908570,chr1:175162044,19.75028419494629,2.384024745871498
cg11916186,chr1:36689760,84.32952880859375,-1.384033084516261
cg11933267,chr1:20466132,52.03248596191406,1.7603971052830405
cg11935147,chr1:145075831,81.97062683105469,5.077893645096786
cg11939496,chr1:160833560,49.02065046885959,1.989779215465565
cg11946165,chr1:150781434,79.37183336367333,-0.9286549848032839
cg12020639,chr1:110527249,81.67285919189453,-0.5291087388692034
cg12022621,chr1:203734505,81.98224196588606,1.3206431491849404
cg12052258,chr1:152009284,64.57270050048828,2.754973717840853
cg12054080,chr1:220446043,35.07328796386719,-0.24558944561019053
cg12072973,chr1:150121727,76.21199798583984,1.4318737872601757
cg12079362,chr1:44440160,81.25910949707031,1.2641684490277125
cg12082615,chr1:150898693,81.87646109564346,0.7310291000217274
cg12090388,chr1:24018356,80.71384894164126,1.9635635419216204
cg12099357,chr1:28052045,79.9717025756836,-0.6033533443731985
cg12106731,chr1:36023279,72.03970336914062,-0.6584818895427647
cg12112929,chr1:27718858,83.71273803710938,0.2989319492367821
cg12114524,chr1:201390794,85.23294067382812,0.6886298415492704
cg12118011,chr1:179263295,67.66556549072266,0.7021108721981121
cg12124478,chr1:156542480,84.00924547533144,1.7788117029504753
cg12128017,chr1:38230769,68.85669708251953,1.6840375214439796
cg12133444,chr1:215740424,67.6775939256473,-0.001982193336979268
cg12150066,chr1:1823305,80.99781852588987,1.4494095754713496
cg12167564,chr1:236047034,78.54208374023438,-0.34784372920353407
cg12200412,chr1:158324331,34.04966752963173,0.9724903764104663
cg12205047,chr1:117209954,29.021533966064453,1.6853267711115725
cg12205230,chr1:154164951,78.15656280517578,-0.5094226449352668
