title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	gender:ch1	phenotype:ch1	tissue:ch1
11546.s1	GSM1013209	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11557.s1	GSM1013210	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11599.s1	GSM1013211	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11018.s1	GSM1013212	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11245.s1	GSM1013213	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11270.s1	GSM1013214	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11597.s1	GSM1013215	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11077.s1	GSM1013216	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11218.s1	GSM1013217	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11251.s1	GSM1013218	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11296.s1	GSM1013219	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11298.s1	GSM1013220	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11312.s1	GSM1013221	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11318.s1	GSM1013222	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11366.s1	GSM1013223	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11381.s1	GSM1013224	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
13358.s1	GSM1013225	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11561.s1	GSM1013226	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
11696.s1	GSM1013227	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, control	Homo sapiens	gender: male	tissue: blood	phenotype: Control	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Control	blood
XX_FX2	GSM1013228	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX1	GSM1013229	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX3	GSM1013230	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX5	GSM1013231	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX4	GSM1013232	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX6	GSM1013233	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX_BLOOD_1	GSM1013234	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX_BLOOD_4_77	GSM1013235	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
XX_FX_BLOOD_11_63	GSM1013236	Public on Apr 15 2013	Oct 02 2012	Apr 09 2014	genomic	1	Peripheral blood, Case	Homo sapiens	gender: male	tissue: blood	phenotype: Case	None	None	genomic DNA	Standard DNA extraction protocol	Cy5 and Cy3	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	9606	Contained within the Illumina Infinium HumanMethylation450 BeadChips protocol	Using an Illumina HiScan	Raw signal intensities were quantile normalized separately and imputed values calculated for missing values (see unmethylated and methylated signal intensities in GSE-linked supplementary file). The beta value was calculated as: (signal b)/(signal a + signal b + 100)	GPL13534	Pankaj,,Chopra	pchopr4@emory.edu	404 727 0405	Warren Lab	Human Genetics	Emory University	615 Michael St. NE, Ste. 375	Atlanta	GA	30322	USA	NONE	485497	male	Case	blood
