CpGmarker,chr:coord_hg19,Gene_body,CGI,Shore,Shelf,ChrHMM_state
cg07684150,chr1:167906751,True,True,False,False,3
cg07686479,chr1:165325030,True,True,True,False,24
cg07688613,chr1:153700021,False,False,True,False,2
cg07713493,chr1:205473393,False,False,True,False,16
cg07739803,chr1:101361235,True,False,True,False,3
cg07774025,chr1:162760659,True,True,False,False,1
cg07789552,chr1:36851195,True,True,False,False,3
cg07789904,chr1:11741841,True,False,True,False,2
cg07807709,chr1:149860026,True,False,True,False,2
cg07830847,chr1:111061374,True,False,False,False,25
cg07845390,chr1:196577709,True,True,False,False,2
cg07846167,chr1:16084758,True,False,True,False,23
cg07874520,chr1:151826533,False,False,False,False,25
cg07883333,chr1:161009753,True,False,True,False,11
cg07894717,chr1:10508598,True,False,False,False,25
cg07897837,chr1:231377046,True,True,False,False,3
cg07924819,chr1:161736104,True,False,False,False,3
cg07928641,chr1:182991847,False,True,False,False,2
cg07947930,chr1:203444945,False,False,False,False,25
cg07950803,chr1:158223934,True,False,False,False,18
cg08008403,chr1:197881741,True,False,True,False,23
cg08008562,chr1:154530682,True,True,True,False,3
cg08015496,chr1:160314061,True,False,True,False,4
cg08032971,chr1:46972736,True,False,False,False,18
cg08047907,chr1:169396858,True,True,False,False,23
cg08067365,chr1:948893,True,True,True,False,2
cg08109646,chr1:26698634,True,False,False,False,17
cg08123074,chr1:28764523,True,False,False,False,14
cg08151281,chr1:167905380,True,True,False,False,1
cg08151470,chr1:10092299,False,False,True,False,2
cg08157638,chr1:116194194,True,False,False,False,9
cg08166982,chr1:115300440,True,False,False,False,3
cg08176609,chr1:46664284,True,False,False,False,3
cg08190044,chr1:154298335,True,True,False,True,1
cg08198370,chr1:36930120,False,True,False,False,2
cg08205865,chr1:167883379,True,False,False,False,8
cg08247612,chr1:160336486,False,False,False,False,15
cg08250444,chr1:155100078,True,True,False,False,2
cg08253405,chr1:109401072,True,False,False,False,25
cg08256691,chr1:155881846,False,False,False,False,13
cg08284180,chr1:160232170,True,True,False,False,3
cg08293760,chr1:220445750,True,True,False,False,3
cg08299045,chr1:228296964,True,True,True,False,3
cg08307963,chr1:147245485,False,False,False,False,24
cg08341978,chr1:8878227,False,False,True,False,2
cg08343943,chr1:165668116,False,False,True,False,2
cg08348962,chr1:166944393,True,False,True,False,23
cg08353146,chr1:205196756,False,False,True,False,2
cg08358671,chr1:185286807,False,False,True,False,2
cg08360728,chr1:27226980,True,True,False,False,3
cg08361238,chr1:117452304,False,True,False,False,2
cg08366126,chr1:24194505,True,True,False,False,2
cg08380539,chr1:85039702,True,False,True,False,3
cg08388746,chr1:54518349,True,False,True,False,3
cg08393541,chr1:27248425,True,True,False,False,3
cg08394377,chr1:41132022,False,False,True,False,16
cg08398233,chr1:20811641,True,True,False,False,4
cg08403419,chr1:155911238,False,False,False,False,13
cg08412305,chr1:167904990,True,False,True,False,3
cg08413469,chr1:68962940,False,True,False,False,1
cg08462292,chr1:97188168,True,False,True,False,3
cg08466883,chr1:215741318,True,False,True,False,3
cg08474603,chr1:159684431,False,False,False,False,25
cg08477744,chr1:17308032,False,False,True,False,24
cg08491025,chr1:113498799,True,True,True,False,3
cg08525145,chr1:155911361,False,False,False,False,13
cg08527127,chr1:34643941,True,False,True,False,24
cg08528984,chr1:2985218,False,True,False,False,23
cg08537652,chr1:2986362,True,True,False,True,23
cg08552999,chr1:91487806,True,True,False,False,3
cg08596642,chr1:182808238,False,False,True,False,2
cg08612871,chr1:35220334,True,False,False,False,18
cg08613513,chr1:52870060,True,True,False,False,3
cg08614201,chr1:145715134,True,False,True,False,25
cg08617916,chr1:206730453,True,True,False,False,2
cg08623383,chr1:28205926,True,False,False,False,7
cg08623787,chr1:165414611,False,False,False,False,24
cg08638395,chr1:180601032,False,True,False,False,1
cg08654655,chr1:159141063,False,False,True,False,24
cg08660285,chr1:67390436,True,False,True,False,1
cg08661227,chr1:159895006,True,True,False,False,3
cg08665772,chr1:160051377,True,False,False,True,24
cg08670691,chr1:3668942,True,False,False,False,25
cg08673615,chr1:24151775,True,False,False,False,3
cg08679985,chr1:44584350,False,False,False,False,25
cg08700651,chr1:24513482,True,False,True,False,2
cg08707063,chr1:78444964,True,True,True,False,1
cg08719081,chr1:110613933,True,False,True,False,24
cg08721347,chr1:95538652,False,False,True,False,1
cg08735298,chr1:38273312,True,False,True,False,3
cg08749122,chr1:150459996,True,False,False,False,1
cg08763433,chr1:156252438,True,False,False,False,3
cg08778586,chr1:31769778,False,True,False,False,1
cg08785155,chr1:169076388,True,True,False,False,3
cg08786003,chr1:157670710,False,False,False,False,25
cg08812504,chr1:180123798,False,True,False,False,1
cg08823182,chr1:153514482,False,False,False,False,14
cg08840010,chr1:8000314,True,False,False,True,24
cg08866753,chr1:40042061,True,True,False,False,3
cg08872493,chr1:23521417,False,False,False,False,18
cg08878744,chr1:152783674,False,False,False,False,25
cg08908355,chr1:149857186,True,False,True,False,3
cg08911391,chr1:20988590,False,False,True,False,3
cg08920071,chr1:117544781,True,False,False,False,25
cg08927489,chr1:151254500,True,True,False,False,1
cg08934443,chr1:149859898,True,False,True,False,2
cg08983259,chr1:67267855,False,False,False,False,25
cg09009042,chr1:28157061,False,False,True,False,1
cg09009380,chr1:201252974,True,True,False,False,23
cg09044743,chr1:2458238,False,True,False,True,2
cg09058542,chr1:115572863,True,False,False,False,25
cg09060914,chr1:169599558,False,False,False,False,25
cg09065135,chr1:149982836,False,True,False,False,2
cg09082287,chr1:65730494,True,False,True,False,23
cg09099022,chr1:90024622,True,False,False,False,7
cg09107315,chr1:78511488,True,False,True,False,23
cg09118625,chr1:68512971,True,True,False,True,23
cg09144196,chr1:235324804,True,False,True,False,3
cg09152089,chr1:24469564,True,False,False,False,1
cg09182986,chr1:40505999,True,True,False,False,3
cg09214920,chr1:108743318,True,False,True,False,2
cg09242541,chr1:10490025,False,False,True,False,3
cg09243900,chr1:156030844,False,False,False,False,22
cg09276363,chr1:112531488,True,False,True,False,23
cg09276883,chr1:210501966,True,False,True,False,2
cg09306577,chr1:12040877,True,False,True,False,3
cg09311052,chr1:154531418,True,True,True,False,2
cg09321965,chr1:198201193,True,False,False,False,5
cg09327628,chr1:32801665,True,True,False,False,3
cg09328024,chr1:206808174,False,False,True,False,2
cg09338170,chr1:100436032,True,True,False,False,3
cg09340639,chr1:157789662,True,False,False,False,25
cg09360654,chr1:45806501,True,False,True,False,3
cg09404633,chr1:201915446,True,False,False,False,2
cg09409398,chr1:149899881,True,True,False,False,1
cg09413557,chr1:153508713,True,True,False,False,3
cg09440340,chr1:116654415,True,False,False,False,14
cg09448880,chr1:153283841,False,False,False,False,25
cg09451092,chr1:159869223,True,False,True,False,25
cg09458394,chr1:76251976,True,False,False,False,3
cg09461185,chr1:186649631,False,True,False,False,1
cg09462576,chr1:228297873,False,False,True,False,2
cg09478478,chr1:158322845,False,False,False,False,18
cg09497789,chr1:118728212,False,False,True,False,2
cg09501516,chr1:163039155,True,False,False,False,24
cg09527021,chr1:166845374,True,True,False,False,1
cg09542291,chr1:152850992,True,False,False,False,25
cg09547777,chr1:160160232,False,False,False,False,25
cg09549827,chr1:6484616,True,True,False,True,23
cg09554443,chr1:167487762,True,False,False,False,22
cg09558502,chr1:111970531,False,False,False,False,25
cg09559551,chr1:15986245,True,False,False,False,7
cg09563216,chr1:150255241,True,False,True,False,2
cg09580336,chr1:116915122,False,False,True,False,2
cg09622957,chr1:150521190,False,False,True,False,2
cg09633588,chr1:3817016,False,True,False,False,1
cg09635067,chr1:205744008,True,True,False,False,2
cg09636671,chr1:201915873,False,False,False,False,2
cg09649610,chr1:235814039,True,True,True,False,23
cg09656934,chr1:179561500,True,True,False,False,24
cg09704415,chr1:48937250,True,False,True,False,2
cg09735905,chr1:70820197,True,True,False,False,3
cg09737668,chr1:159923525,True,False,False,False,25
cg09747578,chr1:46769076,True,False,True,False,3
cg09755102,chr1:33283495,True,True,False,False,3
cg09784259,chr1:169703422,True,False,False,False,25
cg09799156,chr1:45253079,True,False,True,False,25
cg09809672,chr1:236557682,True,False,True,False,2
cg09819495,chr1:203830685,False,True,False,False,3
cg09822001,chr1:156561334,False,False,True,False,2
cg09837361,chr1:28996131,True,False,False,False,3
cg09851465,chr1:60539671,False,False,True,False,24
cg09869791,chr1:94884541,True,False,True,False,3
cg09885951,chr1:214776469,False,True,False,True,1
cg09891761,chr1:169555674,True,False,False,False,2
cg09893068,chr1:46089593,True,False,True,False,7
cg09903430,chr1:44172605,True,False,True,False,3
cg09914444,chr1:46972183,False,False,False,False,18
cg09929564,chr1:153643582,False,False,True,False,3
cg09932694,chr1:1446840,False,False,True,False,3
cg09970593,chr1:29139522,True,False,True,False,24
cg09980622,chr1:149871503,True,True,False,False,2
cg09988116,chr1:43750693,True,False,False,False,22
cg09998519,chr1:245028194,False,False,True,False,3
cg10035922,chr1:36916039,True,True,False,False,1
cg10040059,chr1:43312005,False,False,True,False,1
cg10042178,chr1:87794589,True,True,False,True,1
cg10045881,chr1:111770291,True,False,False,False,15
cg10046892,chr1:156217942,False,False,False,True,8
cg10053203,chr1:161087998,True,True,False,False,3
cg10069638,chr1:61548754,True,True,False,False,3
cg10073091,chr1:55352301,True,False,True,False,3
cg10087399,chr1:109940029,True,False,True,False,1
cg10089324,chr1:51984752,True,True,False,False,3
cg10091705,chr1:202317604,False,False,True,False,1
cg10106388,chr1:160832662,False,False,False,False,18
cg10117369,chr1:203734256,False,False,False,False,1
cg10124491,chr1:151042967,False,True,False,False,3
cg10139846,chr1:62207966,False,True,False,False,1
cg10161121,chr1:172628020,False,False,False,False,17
cg10164137,chr1:1285239,False,True,False,False,1
cg10164640,chr1:45792557,False,True,False,False,2
cg10167296,chr1:206680628,False,True,False,False,23
cg10177528,chr1:211499638,False,False,True,False,2
cg10202457,chr1:183387751,False,False,True,False,24
cg10212621,chr1:120311649,False,False,False,False,25
cg10241097,chr1:110654660,False,False,False,False,24
cg10266188,chr1:32645867,True,False,True,False,3
cg10266490,chr1:55013709,True,False,False,False,17
cg10274502,chr1:16173759,False,False,True,False,3
cg10298815,chr1:101004474,True,True,False,False,23
cg10313675,chr1:209957739,True,True,False,False,3
cg10321208,chr1:53662243,True,False,True,False,2
cg10321723,chr1:145727762,True,False,False,False,22
cg10322308,chr1:55229957,True,False,True,False,3
cg10324224,chr1:231115997,True,False,True,False,4
cg10347418,chr1:23693926,True,False,True,False,4
cg10348643,chr1:231004374,True,True,False,False,1
cg10362426,chr1:54518856,True,True,False,False,1
cg10364513,chr1:165414379,True,False,False,False,23
cg10375802,chr1:233086192,False,True,False,False,2
cg10429262,chr1:9189507,False,True,False,False,1
cg10450322,chr1:51434373,True,True,False,False,1
cg10482024,chr1:65613042,False,True,False,False,2
cg10482750,chr1:52344120,True,False,True,False,3
cg10500283,chr1:7913081,True,False,False,False,25
cg10500716,chr1:111993148,True,False,True,False,9
cg10507231,chr1:204459638,True,False,False,True,8
cg10515956,chr1:85514610,True,False,True,False,23
cg10516886,chr1:111415232,True,False,False,False,2
cg10521267,chr1:40997127,False,False,True,False,1
cg10544564,chr1:159141860,True,False,True,False,23
cg10545682,chr1:151512625,False,False,True,False,2
cg10548277,chr1:43855471,True,True,False,False,3
cg10549188,chr1:150208539,False,False,True,False,1
cg10559803,chr1:178693897,False,False,True,False,2
cg10576828,chr1:70225863,True,False,False,False,25
cg10578779,chr1:173837995,True,False,True,False,2
cg10604646,chr1:163172649,True,False,False,False,25
cg10620457,chr1:57432110,False,False,False,False,25
cg10636246,chr1:159046973,True,False,False,False,2
cg10662787,chr1:206785415,True,False,True,False,3
cg10663017,chr1:159750305,False,False,True,False,2
cg10667970,chr1:11724057,False,False,True,False,2
cg10673431,chr1:152010110,True,False,True,False,15
cg10691259,chr1:28879858,True,False,True,False,3
cg10694959,chr1:32573640,True,False,True,False,3
cg10698549,chr1:24969970,True,True,False,False,3
cg10704545,chr1:193075590,False,False,True,False,16
cg10705251,chr1:26699605,True,False,False,False,17
cg10705800,chr1:41328420,False,False,True,False,2
cg10740965,chr1:9969647,True,False,True,False,3
cg10743104,chr1:13910206,True,True,True,False,23
cg10748867,chr1:19577036,True,False,True,False,4
cg10753073,chr1:64669599,True,False,False,False,25
cg10774440,chr1:226076153,True,False,True,False,22
cg10784030,chr1:38412688,True,False,False,False,2
cg10795646,chr1:151975566,False,False,False,False,25
cg10797195,chr1:45805338,True,False,True,False,3
cg10823926,chr1:145549189,False,False,False,False,1
cg10834677,chr1:113263289,True,False,True,False,25
cg10835876,chr1:168698977,False,False,False,False,25
cg10841258,chr1:112938518,False,True,False,False,2
cg10850580,chr1:19537115,False,False,True,False,3
cg10861599,chr1:173176523,False,False,False,False,15
cg10861751,chr1:192544716,False,False,False,False,19
cg10891879,chr1:10753774,True,True,True,False,2
cg10894102,chr1:25072583,True,True,False,False,3
cg10895130,chr1:151007925,True,False,False,False,7
cg10912077,chr1:87794075,False,True,False,True,1
cg10935550,chr1:203274660,True,True,False,False,3
cg10942056,chr1:223101848,True,False,False,False,25
cg10946435,chr1:154843044,False,False,False,False,2
cg10957680,chr1:27998883,False,False,False,True,2
cg10968649,chr1:44115804,False,True,False,False,1
cg10971346,chr1:27114745,True,False,True,False,3
cg10989326,chr1:93258908,False,False,False,False,25
cg10994126,chr1:176432498,True,False,False,False,25
cg11003133,chr1:159046391,True,False,False,False,2
cg11037787,chr1:20307002,False,False,False,False,25
cg11037818,chr1:208041879,False,True,False,False,3
cg11070419,chr1:207277210,False,False,False,False,25
cg11104347,chr1:159750836,True,True,False,False,2
cg11120551,chr1:146713996,True,False,True,False,2
cg11139878,chr1:157811790,True,False,False,False,25
cg11160820,chr1:117113618,True,True,False,False,1
cg11172423,chr1:43205623,True,False,True,False,22
cg11177955,chr1:222886490,True,False,True,False,3
cg11189434,chr1:93297822,True,True,False,False,3
cg11192270,chr1:17338644,False,False,True,False,2
cg11201288,chr1:70669885,True,False,True,False,4
cg11208235,chr1:94147468,True,True,False,False,3
cg11208880,chr1:90287278,True,False,True,False,3
cg11221265,chr1:161284279,True,True,True,False,3
cg11226328,chr1:29213367,False,False,True,False,2
cg11227541,chr1:84972317,True,True,False,False,1
cg11233384,chr1:19615702,True,False,True,False,23
cg11254522,chr1:27950343,True,False,False,False,15
cg11283860,chr1:8273352,False,False,True,False,15
cg11286163,chr1:109969161,False,True,False,False,1
cg11314684,chr1:244006288,True,False,False,False,18
cg11320084,chr1:185014181,False,False,True,False,2
cg11320143,chr1:118472483,True,True,False,False,3
cg11323731,chr1:46016768,True,False,True,False,3
cg11329235,chr1:24969260,True,True,False,False,3
cg11373746,chr1:165668181,False,False,True,False,2
cg11393848,chr1:22969340,False,False,False,False,25
cg11405695,chr1:1384091,False,False,False,False,25
cg11411707,chr1:151043197,True,True,False,False,1
cg11418559,chr1:26487928,True,True,False,True,2
cg11426590,chr1:33647854,False,True,False,False,2
cg11455040,chr1:205649941,False,False,True,False,23
cg11462533,chr1:40156840,True,False,True,False,23
cg11469137,chr1:11994385,True,False,True,False,3
cg11480873,chr1:205744417,True,True,False,False,1
cg11481351,chr1:109265387,True,False,False,False,25
cg11503744,chr1:155294042,True,True,False,True,1
cg11505048,chr1:183622726,True,False,False,False,25
cg11512771,chr1:150479487,True,False,False,False,11
cg11520395,chr1:227924115,True,False,True,False,4
cg11524446,chr1:34642184,True,False,True,False,24
cg11542231,chr1:28241192,True,True,False,False,1
cg11560403,chr1:205053460,True,False,False,False,7
cg11584111,chr1:172412837,True,False,True,False,3
cg11584936,chr1:151009588,True,False,False,False,25
cg11619390,chr1:32931179,True,False,True,False,23
cg11657808,chr1:237205950,True,True,False,False,23
cg11688219,chr1:6684919,False,False,True,False,3
cg11688469,chr1:201391061,True,False,False,False,25
cg11706911,chr1:15910989,True,False,True,False,22
cg11721194,chr1:160709239,True,False,False,False,22
cg11724759,chr1:68915898,False,False,False,False,25
cg11730961,chr1:35658733,True,True,False,False,3
cg11750883,chr1:152486950,False,False,True,False,24
cg11815363,chr1:233750184,True,True,False,False,3
cg11832543,chr1:178481818,False,False,False,False,25
cg11832727,chr1:8877257,True,True,True,False,3
cg11835197,chr1:36038514,False,False,True,False,24
cg11841758,chr1:53704358,False,True,False,False,1
cg11843760,chr1:10532677,True,True,False,True,1
cg11844110,chr1:208042623,False,True,False,False,3
cg11847808,chr1:22889611,False,True,False,False,24
cg11856093,chr1:27023388,True,True,False,False,3
cg11901954,chr1:212209499,True,False,True,False,3
cg11902458,chr1:154842746,True,False,False,False,2
cg11903880,chr1:110197856,False,False,True,False,16
cg11905617,chr1:173684474,True,False,True,False,3
cg11908570,chr1:175162044,True,True,False,False,1
cg11916186,chr1:36689760,False,True,False,False,1
cg11933267,chr1:20466132,True,False,False,False,25
cg11935147,chr1:145075831,True,True,False,False,23
cg11939496,chr1:160833560,False,False,False,False,17
cg11946165,chr1:150781434,False,False,False,False,8
cg12020639,chr1:110527249,False,True,False,False,1
cg12022621,chr1:203734505,True,False,False,False,2
cg12052258,chr1:152009284,True,False,True,False,3
cg12054080,chr1:220446043,False,False,True,False,2
cg12072973,chr1:150121727,True,True,False,False,3
cg12079362,chr1:44440160,True,True,False,False,3
cg12082615,chr1:150898693,False,True,False,False,1
cg12090388,chr1:24018356,True,True,False,False,3
cg12099357,chr1:28052045,False,False,True,False,2
cg12106731,chr1:36023279,True,True,False,False,1
cg12112929,chr1:27718858,False,False,True,False,2
cg12114524,chr1:201390794,True,False,False,False,25
cg12118011,chr1:179263295,True,True,False,False,1
cg12124478,chr1:156542480,False,True,False,False,2
cg12128017,chr1:38230769,True,True,False,True,24
cg12133444,chr1:215740424,False,False,True,False,3
cg12150066,chr1:1823305,False,False,True,False,3
cg12167564,chr1:236047034,False,False,False,False,19
cg12200412,chr1:158324331,True,False,False,False,18
cg12205047,chr1:117209954,True,True,False,False,2
cg12205230,chr1:154164951,True,False,False,False,17
cg12262564,chr1:156542103,True,True,False,False,3
cg12274479,chr1:22264515,False,False,False,False,2
cg12274567,chr1:162382199,False,False,False,False,14
cg12277666,chr1:179560870,True,True,False,False,23
cg12319004,chr1:226078237,True,False,False,True,25
cg12336540,chr1:167598993,False,False,True,False,3
cg12339802,chr1:38156545,True,False,True,False,3
cg12356261,chr1:156647259,False,True,False,False,3
cg12379145,chr1:14030611,True,False,False,True,8
cg12380764,chr1:206971195,False,False,False,False,25
cg12402495,chr1:154192844,True,True,False,False,3
cg12421458,chr1:156722064,True,True,False,False,3
cg12467090,chr1:204459139,True,False,False,False,25
cg12477012,chr1:46049214,False,False,True,False,1
cg12489819,chr1:155278858,True,False,True,False,3
cg12497298,chr1:20834501,True,True,False,False,3
cg12499211,chr1:156786643,True,False,False,True,2
cg12529228,chr1:160336994,True,False,False,True,14
cg12530270,chr1:155005172,True,False,False,False,25
cg12543649,chr1:155176868,True,False,True,False,2
cg12585282,chr1:40042727,False,False,True,False,2
cg12588301,chr1:152487335,True,False,True,False,24
cg12592463,chr1:25574236,True,True,False,False,1
cg12601757,chr1:76540465,True,True,False,False,2
cg12604192,chr1:111062127,False,False,False,False,25
cg12613383,chr1:242688681,False,True,True,False,23
cg12626411,chr1:186265765,True,False,False,False,25
cg12629244,chr1:178994355,False,False,True,False,2
cg12641660,chr1:117602129,False,False,True,False,3
cg12647320,chr1:151433222,False,False,True,False,25
cg12671744,chr1:46859774,False,True,False,False,23
cg12696750,chr1:38022466,False,True,False,True,2
cg12701576,chr1:160254608,True,False,False,False,3
cg12711814,chr1:8939529,False,False,True,False,3
cg12729048,chr1:151513198,True,True,False,False,2
cg12732155,chr1:31230601,True,False,False,False,9
cg12739034,chr1:71513626,False,True,False,False,2
cg12792157,chr1:39339004,True,True,False,False,1
cg12806381,chr1:27114177,True,True,False,False,3
cg12820481,chr1:211848760,True,True,False,False,3
cg12832565,chr1:145715672,False,False,True,False,25
cg12858514,chr1:17575607,True,False,False,False,25
cg12864581,chr1:31660916,True,False,False,False,25
cg12869058,chr1:94587872,False,False,False,False,19
cg12880200,chr1:36863738,False,False,True,False,2
cg12884406,chr1:103573989,True,False,False,False,23
cg12955127,chr1:111990884,True,False,True,False,4
cg12958813,chr1:198509669,True,False,False,False,25
cg12962021,chr1:226497619,False,False,True,False,2
cg12970084,chr1:201977080,True,False,False,False,13
cg12986021,chr1:68516627,True,False,True,False,23
cg12994003,chr1:225616475,True,True,False,False,2
cg12995941,chr1:156829377,True,True,False,False,2
cg12999103,chr1:17337842,True,True,False,False,2
cg13019092,chr1:145727720,True,False,False,False,22
cg13044223,chr1:45240849,False,False,True,False,3
cg13066963,chr1:6485317,True,True,False,False,23
cg13149996,chr1:21437982,True,False,False,False,25
cg13164309,chr1:20898017,False,False,False,False,25
cg13170032,chr1:221052143,False,True,True,False,23
cg13191808,chr1:55505327,True,True,False,False,3
cg13199589,chr1:42845990,False,True,False,False,23
cg13216303,chr1:153643044,True,False,True,False,3
cg13221588,chr1:117603102,True,True,False,False,3
cg13228642,chr1:181057360,False,False,True,False,3
cg13233799,chr1:43996745,True,True,False,False,1
cg13262752,chr1:54355695,False,False,True,False,2
cg13263483,chr1:35247084,True,True,False,True,23
cg13282594,chr1:156211609,True,False,False,True,17
cg13298382,chr1:161087635,True,False,True,False,3
cg13311440,chr1:160681404,True,False,False,False,4
cg13319175,chr1:19746564,True,False,False,False,6
cg13342625,chr1:43638094,True,False,True,False,3
cg13372488,chr1:196577387,True,False,True,False,2
cg13397379,chr1:247696628,True,False,False,True,25
cg13446852,chr1:65886635,True,True,False,False,3
cg13447818,chr1:152298884,False,False,False,False,25
cg13461509,chr1:53387576,True,False,True,False,1
cg13461622,chr1:25291385,True,False,False,False,15
cg13463167,chr1:197523608,True,False,False,False,25
cg13482485,chr1:99127787,True,False,True,False,1
cg13488557,chr1:25574588,True,False,True,False,2
cg13501117,chr1:3566577,True,True,False,False,3
cg13502356,chr1:40723396,False,True,True,False,3
cg13507429,chr1:18807550,True,False,True,False,19
cg13547644,chr1:229569608,True,True,False,False,24
cg13559495,chr1:95538467,True,True,False,False,1
cg13587552,chr1:1216441,True,False,False,False,25
cg13589108,chr1:177140680,True,False,True,False,24
cg13614083,chr1:6085872,True,False,True,False,2
cg13619408,chr1:109756118,False,False,True,False,3
cg13626881,chr1:203059178,False,False,False,False,25
cg13631913,chr1:9600345,True,True,False,False,3
cg13645078,chr1:201438647,False,True,False,False,2
cg13650137,chr1:197115405,True,False,False,False,3
cg13666729,chr1:32930473,False,False,True,False,23
cg13693652,chr1:86888629,False,False,False,False,25
cg13697387,chr1:152670843,True,False,False,False,25
cg13704271,chr1:32666264,True,True,False,False,2
cg13730534,chr1:41157553,True,True,False,False,3
cg13735974,chr1:41156980,False,False,True,False,3
cg13765621,chr1:158149228,False,False,True,False,24
cg13769204,chr1:230203611,True,True,False,False,3
cg13804316,chr1:28286884,True,False,True,False,2
cg13836770,chr1:12226913,False,True,False,False,2
cg13843613,chr1:177140126,False,True,False,False,23
cg13853198,chr1:161185092,True,False,False,False,4
cg13878641,chr1:110090951,True,False,True,False,3
cg13908518,chr1:104096517,True,False,False,False,8
cg13912204,chr1:169455529,False,True,False,False,2
cg13945069,chr1:200638500,True,False,True,False,1
cg13958304,chr1:114354463,True,True,False,False,3
cg13968061,chr1:159557257,False,False,False,False,25
cg13980834,chr1:24727850,True,False,False,False,25
cg13984181,chr1:92495720,True,True,False,False,2
cg13986130,chr1:186649330,True,True,False,False,1
cg13997435,chr1:153538406,True,False,False,False,2
cg13998293,chr1:26394435,True,False,False,False,18
cg14017991,chr1:26560780,True,True,False,False,1
cg14036856,chr1:43751563,False,False,False,False,22
cg14047008,chr1:173887011,False,False,False,False,25
cg14085328,chr1:200639502,False,False,True,False,2
cg14106085,chr1:47902269,True,False,True,False,2
cg14159672,chr1:205819179,True,True,False,False,23
cg14171523,chr1:156163644,False,False,True,False,1
cg14175580,chr1:200709051,True,False,True,False,3
cg14186992,chr1:6639570,True,True,False,False,2
cg14188111,chr1:153608034,True,False,True,False,9
cg14195915,chr1:29507864,True,False,True,False,3
cg14198172,chr1:110950618,False,False,True,False,3
cg14206730,chr1:67519677,True,True,False,False,1
cg14211646,chr1:26758996,True,False,True,False,3
cg14213620,chr1:3773909,True,True,True,False,1
cg14249872,chr1:233749672,False,True,False,False,1
cg14254380,chr1:85527879,True,False,False,False,1
cg14254419,chr1:110162217,True,False,True,False,3
cg14256814,chr1:166808417,False,True,False,False,3
cg14261309,chr1:53164287,False,False,True,False,3
cg14265075,chr1:157016521,False,False,True,False,2
cg14269514,chr1:151736130,True,False,True,False,3
cg14271400,chr1:23036980,False,True,False,False,22
cg14277848,chr1:156570825,True,False,False,False,3
cg14287742,chr1:169335773,True,False,False,False,25
cg14303330,chr1:6259905,True,False,True,False,1
cg14308291,chr1:36396265,False,True,False,False,1
cg14313310,chr1:184006816,True,False,True,False,2
cg14321743,chr1:20445662,True,False,False,False,25
cg14322224,chr1:85931226,True,False,True,False,2
cg14324200,chr1:861317,True,True,False,False,23
cg14333454,chr1:27189298,False,False,True,False,13
cg14356550,chr1:18808102,True,False,True,False,25
cg14367344,chr1:146644336,False,True,False,False,1
cg14378480,chr1:84864188,False,False,False,False,25
cg14385738,chr1:114414340,True,False,False,False,2
cg14407437,chr1:31845923,True,False,False,False,2
cg14407667,chr1:51985209,False,True,False,False,2
cg14448116,chr1:161170110,True,False,True,False,2
cg14453641,chr1:100315326,False,False,True,False,3
cg14460735,chr1:246728727,True,False,True,False,3
cg14467840,chr1:153600972,True,False,False,False,13
cg14472778,chr1:11867308,True,False,True,False,9
cg14474880,chr1:93544497,False,False,True,False,3
cg14500718,chr1:156251456,True,False,False,False,9
cg14506552,chr1:11918954,True,False,True,False,24
cg14514226,chr1:205197651,True,True,True,False,2
cg14540297,chr1:87597473,True,False,True,False,16
cg14541950,chr1:228645704,False,True,False,False,1
cg14545899,chr1:118149019,True,True,False,False,3
cg14550101,chr1:155247361,True,True,False,True,2
cg14560895,chr1:202777719,True,True,False,True,2
cg14566624,chr1:6321582,False,False,True,False,2
cg14576824,chr1:213224402,False,False,True,False,2
cg14605134,chr1:155036362,True,True,False,False,1
cg14607642,chr1:225617030,False,False,True,False,2
cg14607813,chr1:225965727,True,True,False,False,3
cg14645650,chr1:25228801,True,True,False,False,7
cg14659404,chr1:177134019,True,False,True,False,23
cg14667273,chr1:1369934,False,False,True,False,16
cg14676817,chr1:39457257,True,True,False,False,3
cg14696870,chr1:159258877,False,False,False,False,25
cg14701962,chr1:162348010,True,False,False,False,25
cg14717946,chr1:205090841,True,False,False,False,3
cg14718680,chr1:10459268,True,True,False,False,3
cg14721213,chr1:171154612,True,False,False,False,25
cg14732540,chr1:92414722,False,True,False,False,25
cg14766198,chr1:100818374,True,True,False,False,3
cg14772955,chr1:36024404,True,False,True,False,4
cg14773259,chr1:184021034,True,True,False,False,3
cg14826683,chr1:153013830,True,False,False,False,19
cg14850026,chr1:62660191,False,False,True,False,24
cg14860494,chr1:94374966,True,True,False,False,1
cg14869028,chr1:32042161,True,False,False,False,13
cg14886269,chr1:1141927,True,True,False,True,23
cg14887509,chr1:27816781,False,True,False,False,3
cg14893161,chr1:205819251,True,False,True,False,23
cg14915165,chr1:118471929,True,True,False,False,3
cg14920846,chr1:201618209,True,True,False,False,3
cg14925024,chr1:228291705,True,False,True,False,2
cg14931645,chr1:249133278,True,True,False,False,3
cg14958889,chr1:6320471,True,True,False,False,22
cg14964658,chr1:160255030,True,False,False,False,2
cg14971781,chr1:226374753,False,True,False,False,3
cg14992253,chr1:32687567,True,True,False,False,3
cg15006973,chr1:35258933,True,False,True,False,24
cg15016234,chr1:33647028,True,True,False,False,2
cg15031780,chr1:10535585,True,False,True,False,3
cg15041659,chr1:22778527,True,True,False,False,3
